Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	ALE.A.7.17.1.F7.Norm	ALE.A.7.18.1.F8.Norm	ALE.A.8.13.1.G10.Norm
STK19	32	34	29	26	20	29	15	34	36	52	24	17	31	14	15	35	21.7132226961359	25.1406766645344	20.6911040019026	20.7408437150687	19.0325296531232	20.7304531213848	23.0694452477657	25.3253209284926	29.7195848825333	27.4661324876121	21.4099448222358	15.6444254075505	21.4630820093795	17.3604868602244	20.2363478155658	26.0537693270546
STK24	27	45	28	21	16	29	16	26	27	41	19	18	29	15	10	23	18.3205316498646	33.2744249971779	19.9776176570094	16.7522199237093	15.2260237224986	20.7304531213848	24.6074082642834	19.3664218864943	22.2896886619	21.6559890767711	16.9495396509367	16.5646857256417	20.0783670410324	18.6005216359547	13.4908985437105	17.1210484149216
STK25	17	12	16	12	17	18	5	18	9	20	13	19	15	10	6	18	11.5351495573222	8.87317999924744	11.4157815182911	9.57269709926248	16.1776502051547	12.8671777994802	7.68981508258857	13.4075228444961	7.42989622063333	10.56389711062	11.5970534453777	17.4849460437329	10.385362262603	12.4003477573031	8.09453912622631	13.3990813681995
STK3	42	34	30	39	27	50	23	32	29	52	25	27	42	30	24	30	28.4986047886783	25.1406766645344	21.4045903467958	31.1112655726031	25.6939150317164	35.7421605541117	35.3731493799074	23.835596167993	23.9407767109296	27.4661324876121	22.3020258564956	24.8470285884625	29.0790143352883	37.2010432719094	32.3781565049052	22.3318022803325
STK35	15	11	6	10	9	13	5	8	10	15	9	5	14	7	11	8	10.1780731388137	8.13374833264349	4.28091806935916	7.97724758271873	8.56463834390545	9.29296174406905	7.68981508258857	5.95889904199826	8.25544024514814	7.92292283296503	8.02872930833843	4.60130159045602	9.69300477842944	8.6802434301122	14.8399883980816	5.95514727475534
STK36	2	1	1	5	4	2	4	1	0	3	4	2	4	1	1	2	1.35707641850849	0.739431666603954	0.713486344893193	3.98862379135937	3.80650593062464	1.42968642216447	6.15185206607086	0.744862380249782	0	1.58458456659301	3.5683241370393	1.84052063618241	2.76942993669413	1.24003477573031	1.34908985437105	1.48878681868884
STK38	36	35	35	37	30	34	20	36	28	42	42	24	34	22	17	23	24.4273755331528	25.8801083311384	24.9720220712618	29.5158160560593	28.5487944796848	24.304669176796	30.7592603303543	26.8150456889922	23.1152326864148	22.1841839323021	37.4674034389127	22.0862476341889	23.5401544619001	27.2807650660669	22.9345275243079	17.1210484149216
STK38L	55	50	62	52	61	59	21	50	37	56	53	42	44	39	30	51	37.3196015089835	36.9715833301977	44.236153383378	41.4816874301374	58.0492154420258	42.1757494538518	32.297223346872	37.2431190124891	30.5451289070481	29.5789119097361	47.2802948157707	38.6509333598305	30.4637293036354	48.3613562534822	40.4726956311315	37.9640638765653
STK39	6	9	2	3	2	4	8	7	7	12	6	8	2	4	1	3	4.07122925552547	6.65488499943558	1.42697268978639	2.39317427481562	1.90325296531232	2.85937284432894	12.3037041321417	5.21403666174848	5.7788081716037	6.33833826637202	5.35248620555895	7.36208254472963	1.38471496834706	4.96013910292126	1.34908985437105	2.23318022803325
STK4	48	49	46	34	25	39	14	42	37	51	29	32	43	22	24	40	32.5698340442038	36.2321516635937	32.8203718650869	27.1226417812437	23.790662066404	27.8788852322071	21.531482231248	31.2842199704909	30.5451289070481	26.9379376320811	25.8703499935349	29.4483301789185	29.7713718194618	27.2807650660669	32.3781565049052	29.7757363737767
STK40	3	0	1	2	0	3	2	2	2	3	4	2	5	2	1	4	2.03561462776274	0	0.713486344893193	1.59544951654375	0	2.1445296332467	3.07592603303543	1.48972476049956	1.65108804902963	1.58458456659301	3.5683241370393	1.84052063618241	3.46178742086766	2.48006955146063	1.34908985437105	2.97757363737767
STL	3	2	0	2	3	4	1	0	1	4	3	3	2	3	3	3	2.03561462776274	1.47886333320791	0	1.59544951654375	2.85487944796848	2.85937284432894	1.53796301651771	0	0.825544024514814	2.11277942212401	2.67624310277948	2.76078095427361	1.38471496834706	3.72010432719094	4.04726956311315	2.23318022803325
STMN1	21	32	34	26	22	35	12	21	20	29	20	20	35	14	10	23	14.2493023943392	23.6618133313265	24.2585357263686	20.7408437150687	20.9357826184355	25.0195123878782	18.4555561982126	15.6421099852454	16.5108804902963	15.317650810399	17.8416206851965	18.4052063618241	24.2325119460736	17.3604868602244	13.4908985437105	17.1210484149216
STOM	66	68	52	71	52	64	18	48	39	68	45	41	64	39	39	64	44.7835218107802	50.2813533290688	37.101289934446	56.638457837303	49.4845770981204	45.749965509263	27.6833342973189	35.7533942519895	32.1962169560777	35.9172501761081	40.1436465416921	37.7306730417393	44.310878987106	48.3613562534822	52.614504320471	47.6411781980427
STOML1	5	2	5	2	2	4	1	4	4	2	3	2	3	2	2	3	3.39269104627123	1.47886333320791	3.56743172446596	1.59544951654375	1.90325296531232	2.85937284432894	1.53796301651771	2.97944952099913	3.30217609805926	1.056389711062	2.67624310277948	1.84052063618241	2.07707245252059	2.48006955146063	2.6981797087421	2.23318022803325
STOML2	53	36	58	51	43	56	18	48	46	71	45	47	70	26	33	44	35.962525090475	26.6195399977423	41.3822080038052	40.6839626718655	40.9199387542149	40.0312198206051	27.6833342973189	35.7533942519895	37.9750251276814	37.5018347427011	40.1436465416921	43.2522349502866	48.4650238921472	32.2409041689882	44.5199651942447	32.7533100111544
STON1	21	17	19	13	12	13	4	16	5	22	16	7	15	7	7	12	14.2493023943392	12.5703383322672	13.5562405529707	10.3704218575343	11.4195177918739	9.29296174406905	6.15185206607086	11.9177980839965	4.12772012257407	11.620286821682	14.2732965481572	6.44182222663842	10.385362262603	8.6802434301122	9.44362898059736	8.93272091213301
STON2	5	1	3	5	0	2	0	1	5	2	4	3	0	2	1	3	3.39269104627123	0.739431666603954	2.14045903467958	3.98862379135937	0	1.42968642216447	0	0.744862380249782	4.12772012257407	1.056389711062	3.5683241370393	2.76078095427361	0	2.48006955146063	1.34908985437105	2.23318022803325
STOX2	2	1	0	3	2	4	0	0	1	0	0	0	0	1	1	3	1.35707641850849	0.739431666603954	0	2.39317427481562	1.90325296531232	2.85937284432894	0	0	0.825544024514814	0	0	0	0	1.24003477573031	1.34908985437105	2.23318022803325
STPG1	27	22	31	30	17	36	13	19	24	38	25	29	38	13	20	33	18.3205316498646	16.267496665287	22.118076691689	23.9317427481562	16.1776502051547	25.7343555989604	19.9935192147303	14.1523852247459	19.8130565883555	20.0714045101781	22.3020258564956	26.6875492246449	26.3095843985942	16.1204520844941	26.981797087421	24.5649825083658
STRA13	15	10	17	10	12	13	6	16	16	18	16	12	20	12	10	12	10.1780731388137	7.39431666603954	12.1292678631843	7.97724758271873	11.4195177918739	9.29296174406905	9.22777809910629	11.9177980839965	13.208704392237	9.50750739955803	14.2732965481572	11.0431238170944	13.8471496834706	14.8804173087638	13.4908985437105	8.93272091213301
STRADA	9	3	9	1	6	11	3	13	9	6	4	6	4	3	5	6	6.10684388328821	2.21829499981186	6.42137710403874	0.797724758271873	5.70975889593697	7.86327532190458	4.61388904955314	9.68321094324717	7.42989622063333	3.16916913318601	3.5683241370393	5.52156190854722	2.76942993669413	3.72010432719094	6.74544927185526	4.46636045606651
STRADB	9	4	0	5	3	6	3	2	6	7	5	4	5	5	2	5	6.10684388328821	2.95772666641581	0	3.98862379135937	2.85487944796848	4.28905926649341	4.61388904955314	1.48972476049956	4.95326414708888	3.69736398871701	4.46040517129913	3.68104127236481	3.46178742086766	6.20017387865157	2.6981797087421	3.72196704672209
STRAP	262	229	293	255	255	295	126	252	236	371	247	225	310	139	178	300	177.777010824612	169.329851652305	209.051499053705	203.419813359328	242.664753077321	210.878747269259	193.783340081232	187.705319822945	194.828389785496	195.960291402002	220.344015462177	207.058571570521	214.630820093795	172.364833826514	240.137994078047	223.318022803325
STRBP	1	0	3	4	1	1	0	3	4	1	1	0	0	1	1	5	0.678538209254245	0	2.14045903467958	3.19089903308749	0.951626482656161	0.714843211082234	0	2.23458714074935	3.30217609805926	0.528194855531002	0.892081034259825	0	0	1.24003477573031	1.34908985437105	3.72196704672209
STRIP1	6	9	5	7	5	7	7	6	3	14	4	3	9	3	4	9	4.07122925552547	6.65488499943558	3.56743172446596	5.58407330790311	4.75813241328081	5.00390247757564	10.765741115624	4.46917428149869	2.47663207354444	7.39472797743402	3.5683241370393	2.76078095427361	6.23121735756178	3.72010432719094	5.3963594174842	6.69954068409976
STRIP2	3	1	2	0	2	1	0	3	2	6	2	1	2	0	2	2	2.03561462776274	0.739431666603954	1.42697268978639	0	1.90325296531232	0.714843211082234	0	2.23458714074935	1.65108804902963	3.16916913318601	1.78416206851965	0.920260318091203	1.38471496834706	0	2.6981797087421	1.48878681868884
STRN	10	14	9	5	4	13	9	5	9	11	7	10	7	7	7	7	6.78538209254245	10.3520433324554	6.42137710403874	3.98862379135937	3.80650593062464	9.29296174406905	13.8416671486594	3.72431190124891	7.42989622063333	5.81014341084102	6.24456723981878	9.20260318091203	4.84650238921472	8.6802434301122	9.44362898059736	5.21075386541092
STRN3	25	26	26	24	12	19	13	18	18	33	14	27	19	15	11	15	16.9634552313561	19.2252233317028	18.550644967223	19.145394198525	11.4195177918739	13.5820210105625	19.9935192147303	13.4075228444961	14.8597924412667	17.4304302325231	12.4891344796376	24.8470285884625	13.1547921992971	18.6005216359547	14.8399883980816	11.1659011401663
STRN4	16	10	14	8	8	12	3	12	11	17	15	10	15	10	3	8	10.8566113480679	7.39431666603954	9.9888088285047	6.38179806617498	7.61301186124929	8.57811853298681	4.61388904955314	8.93834856299739	9.08098426966295	8.97931254402703	13.3812155138974	9.20260318091203	10.385362262603	12.4003477573031	4.04726956311315	5.95514727475534
STS	11	6	8	1	9	3	8	11	9	10	8	3	5	1	5	1	7.4639203017967	4.43658999962372	5.70789075914554	0.797724758271873	8.56463834390545	2.1445296332467	12.3037041321417	8.19348618274761	7.42989622063333	5.28194855531002	7.1366482740786	2.76078095427361	3.46178742086766	1.24003477573031	6.74544927185526	0.744393409344418
STT3A	393	350	442	338	332	403	139	385	327	531	300	313	444	250	250	401	266.665516236918	258.801083311384	315.360964442791	269.630968295893	315.939992241845	288.081814066141	213.776859295962	286.772016396166	269.952896016344	280.471468286962	267.624310277948	288.041479562547	307.406722973048	310.008693932578	337.272463592763	298.501757147111
STT3B	7	10	8	7	5	3	7	11	12	8	7	4	2	2	1	8	4.74976746477972	7.39431666603954	5.70789075914554	5.58407330790311	4.75813241328081	2.1445296332467	10.765741115624	8.19348618274761	9.90652829417777	4.22555884424801	6.24456723981878	3.68104127236481	1.38471496834706	2.48006955146063	1.34908985437105	5.95514727475534
STUB1	0	1	1	1	3	1	4	2	3	5	2	1	0	0	1	2	0	0.739431666603954	0.713486344893193	0.797724758271873	2.85487944796848	0.714843211082234	6.15185206607086	1.48972476049956	2.47663207354444	2.64097427765501	1.78416206851965	0.920260318091203	0	0	1.34908985437105	1.48878681868884
STX10	9	8	11	4	15	20	5	16	5	12	8	9	10	7	8	4	6.10684388328821	5.91545333283163	7.84834979382512	3.19089903308749	14.2743972398424	14.2968642216447	7.68981508258857	11.9177980839965	4.12772012257407	6.33833826637202	7.1366482740786	8.28234286282083	6.92357484173531	8.6802434301122	10.7927188349684	2.97757363737767
STX11	2	4	0	2	1	1	2	4	3	1	0	0	1	1	1	2	1.35707641850849	2.95772666641581	0	1.59544951654375	0.951626482656161	0.714843211082234	3.07592603303543	2.97944952099913	2.47663207354444	0.528194855531002	0	0	0.692357484173531	1.24003477573031	1.34908985437105	1.48878681868884
STX12	119	99	135	114	117	135	45	94	103	136	102	90	132	78	69	137	80.7460469012552	73.2037349937914	96.320656560581	90.9406224429935	111.340298470771	96.5038334961016	69.2083357432972	70.0170637434795	85.0310345250258	71.8345003522162	90.9922654945022	82.8234286282083	91.3911879109061	96.7227125069645	93.0871999516025	101.981897080185
STX16	38	28	30	28	14	31	15	32	20	41	25	31	29	16	17	35	25.7844519516613	20.7040866649107	21.4045903467958	22.3362932316124	13.3227707571863	22.1601395435493	23.0694452477657	23.835596167993	16.5108804902963	21.6559890767711	22.3020258564956	28.5280698608273	20.0783670410324	19.840556411685	22.9345275243079	26.0537693270546
STX17	34	33	44	36	21	30	14	37	30	41	36	32	57	25	9	29	23.0702991146443	24.4012449979305	31.3933991753005	28.7180912977874	19.9841561357794	21.445296332467	21.531482231248	27.5599080692419	24.7663207354444	21.6559890767711	32.1149172333537	29.4483301789185	39.4643765978913	31.0008693932578	12.1418086893395	21.5874088709881
STX18	15	19	8	6	3	13	4	10	10	20	7	5	7	6	3	9	10.1780731388137	14.0492016654751	5.70789075914554	4.78634854963124	2.85487944796848	9.29296174406905	6.15185206607086	7.44862380249782	8.25544024514814	10.56389711062	6.24456723981878	4.60130159045602	4.84650238921472	7.44020865438188	4.04726956311315	6.69954068409976
STX18-AS1	0	0	0	1	0	0	0	0	0	1	0	2	2	2	1	3	0	0	0	0.797724758271873	0	0	0	0	0	0.528194855531002	0	1.84052063618241	1.38471496834706	2.48006955146063	1.34908985437105	2.23318022803325
STX1A	0	1	2	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0.739431666603954	1.42697268978639	0.797724758271873	0	0.714843211082234	0	0	0	0	0	0.920260318091203	0.692357484173531	1.24003477573031	1.34908985437105	0
STX1B	3	2	0	0	3	2	0	0	0	5	1	2	4	2	0	1	2.03561462776274	1.47886333320791	0	0	2.85487944796848	1.42968642216447	0	0	0	2.64097427765501	0.892081034259825	1.84052063618241	2.76942993669413	2.48006955146063	0	0.744393409344418
STX2	32	32	34	33	19	20	8	33	16	34	15	16	21	15	13	30	21.7132226961359	23.6618133313265	24.2585357263686	26.3249170229718	18.0809031704671	14.2968642216447	12.3037041321417	24.5804585482428	13.208704392237	17.9586250880541	13.3812155138974	14.7241650894593	14.5395071676442	18.6005216359547	17.5381681068237	22.3318022803325
STX3	4	6	8	5	7	6	4	7	4	10	8	8	8	2	2	9	2.71415283701698	4.43658999962372	5.70789075914554	3.98862379135937	6.66138537859313	4.28905926649341	6.15185206607086	5.21403666174848	3.30217609805926	5.28194855531002	7.1366482740786	7.36208254472963	5.53885987338825	2.48006955146063	2.6981797087421	6.69954068409976
STX4	9	12	9	9	14	8	7	12	15	11	7	4	9	1	5	3	6.10684388328821	8.87317999924744	6.42137710403874	7.17952282444686	13.3227707571863	5.71874568865788	10.765741115624	8.93834856299739	12.3831603677222	5.81014341084102	6.24456723981878	3.68104127236481	6.23121735756178	1.24003477573031	6.74544927185526	2.23318022803325
STX5	11	7	4	4	4	6	4	3	5	10	5	3	11	3	1	7	7.4639203017967	5.17602166622768	2.85394537957277	3.19089903308749	3.80650593062464	4.28905926649341	6.15185206607086	2.23458714074935	4.12772012257407	5.28194855531002	4.46040517129913	2.76078095427361	7.61593232590885	3.72010432719094	1.34908985437105	5.21075386541092
STX6	27	25	25	20	17	15	11	16	16	18	19	9	22	14	5	20	18.3205316498646	18.4857916650988	17.8371586223298	15.9544951654375	16.1776502051547	10.7226481662335	16.9175931816949	11.9177980839965	13.208704392237	9.50750739955803	16.9495396509367	8.28234286282083	15.2318646518177	17.3604868602244	6.74544927185526	14.8878681868884
STX7	203	170	196	173	171	207	78	177	148	220	150	151	207	124	117	177	137.743256478612	125.703383322672	139.843323599066	138.006383181034	162.728128534204	147.972544694023	119.961115288382	131.840641304211	122.180515628192	116.20286821682	133.812155138974	138.959308031772	143.317999223921	153.764312190559	157.843512961413	131.757633453962
STX8	154	124	213	159	150	184	63	111	119	192	148	144	207	96	94	199	104.494884225154	91.6895266588903	151.97259146225	126.838236565228	142.743972398424	131.531150839131	96.891670040616	82.6797242077258	98.2397389172629	101.413412261952	132.027993070454	132.517485805133	143.317999223921	119.04333847011	126.814446310879	148.134288459539
STXBP1	6	9	7	16	9	13	6	15	9	19	6	10	7	9	9	19	4.07122925552547	6.65488499943558	4.99440441425235	12.76359613235	8.56463834390545	9.29296174406905	9.22777809910629	11.1729357037467	7.42989622063333	10.035702255089	5.35248620555895	9.20260318091203	4.84650238921472	11.1603129815728	12.1418086893395	14.1434747775439
STXBP2	1	4	2	2	0	5	1	1	0	2	4	1	5	4	0	2	0.678538209254245	2.95772666641581	1.42697268978639	1.59544951654375	0	3.57421605541117	1.53796301651771	0.744862380249782	0	1.056389711062	3.5683241370393	0.920260318091203	3.46178742086766	4.96013910292126	0	1.48878681868884
STXBP3	77	49	75	71	52	64	43	61	61	106	52	46	84	45	37	63	52.2474421125769	36.2321516635937	53.5114758669895	56.638457837303	49.4845770981204	45.749965509263	66.1324097102617	45.4366051952367	50.3581854954036	55.9886546862862	46.3882137815109	42.3319746321954	58.1580286705766	55.8015649078641	49.9163246117289	46.8967847886983
STXBP4	14	15	10	10	5	10	3	8	10	12	5	5	8	5	3	10	9.49953492955943	11.0914749990593	7.13486344893193	7.97724758271873	4.75813241328081	7.14843211082234	4.61388904955314	5.95889904199826	8.25544024514814	6.33833826637202	4.46040517129913	4.60130159045602	5.53885987338825	6.20017387865157	4.04726956311315	7.44393409344418
STXBP5	45	34	27	37	30	31	16	31	25	44	30	30	22	20	8	36	30.534219416441	25.1406766645344	19.2641313121162	29.5158160560593	28.5487944796848	22.1601395435493	24.6074082642834	23.0907337877433	20.6386006128703	23.2405736433641	26.7624310277948	27.6078095427361	15.2318646518177	24.8006955146063	10.7927188349684	26.798162736399
STXBP6	3	3	1	0	0	3	0	1	3	4	0	0	1	2	1	1	2.03561462776274	2.21829499981186	0.713486344893193	0	0	2.1445296332467	0	0.744862380249782	2.47663207354444	2.11277942212401	0	0	0.692357484173531	2.48006955146063	1.34908985437105	0.744393409344418
STYX	37	37	29	30	20	35	13	27	25	55	29	28	29	17	13	23	25.1059137424071	27.3589716643463	20.6911040019026	23.9317427481562	19.0325296531232	25.0195123878782	19.9935192147303	20.1112842667441	20.6386006128703	29.0507170542051	25.8703499935349	25.7672889065537	20.0783670410324	21.0805911874153	17.5381681068237	17.1210484149216
STYXL1	18	20	12	14	19	21	8	15	15	33	18	24	33	13	5	25	12.2136877665764	14.7886333320791	8.56183613871831	11.1681466158062	18.0809031704671	15.0117074327269	12.3037041321417	11.1729357037467	12.3831603677222	17.4304302325231	16.0574586166769	22.0862476341889	22.8477969777265	16.1204520844941	6.74544927185526	18.6098352336104
SUB1	780	790	882	793	733	959	335	705	725	1105	630	673	1008	465	476	939	529.259803218311	584.151016617123	629.294956195796	632.595733309595	697.542211786966	685.534639427863	515.217610533434	525.127978076096	598.51941777324	583.655315361757	562.01105158369	619.33519407538	697.89634404692	576.616170714596	642.16677068062	698.985411374408
SUCLA2	76	71	103	79	71	88	45	75	76	121	65	81	115	56	65	96	51.5689039033226	52.4996483288807	73.4890935239989	63.020255903478	67.5654802685874	62.9062025752366	69.2083357432972	55.8646785187337	62.7413458631259	63.9115775192512	57.9852672268886	74.5410857653875	79.6211106799561	69.4419474408976	87.6908405341183	71.4617672970641
SUCLG1	143	138	134	138	113	172	57	137	103	201	130	126	162	87	89	135	97.0309639233571	102.041569991346	95.6071702156878	110.086016641518	107.533792540146	122.953032306144	87.6638919415097	102.04614609422	85.0310345250258	106.167165961731	115.970534453777	115.952800079492	112.161912436112	107.883025488537	120.068997039024	100.493110261496
SUCLG2	32	30	22	23	24	47	18	36	29	48	26	29	47	27	18	23	21.7132226961359	22.1829499981186	15.6966995876502	18.3476694402531	22.8390355837479	33.597630920865	27.6833342973189	26.8150456889922	23.9407767109296	25.3533530654881	23.1941068907555	26.6875492246449	32.540801756156	33.4809389447185	24.2836173786789	17.1210484149216
SUCO	37	27	24	24	27	29	14	47	30	30	15	26	23	11	13	22	25.1059137424071	19.9646549983067	17.1236722774366	19.145394198525	25.6939150317164	20.7304531213848	21.531482231248	35.0085318717398	24.7663207354444	15.8458456659301	13.3812155138974	23.9267682703713	15.9242221359912	13.6403825330335	17.5381681068237	16.3766550055772
SUDS3	43	34	36	33	35	39	13	21	27	32	21	24	29	10	15	30	29.1771429979325	25.1406766645344	25.6855084161549	26.3249170229718	33.3069268929656	27.8788852322071	19.9935192147303	15.6421099852454	22.2896886619	16.9022353769921	18.7337017194563	22.0862476341889	20.0783670410324	12.4003477573031	20.2363478155658	22.3318022803325
SUFU	6	4	1	7	1	7	3	4	5	10	4	2	6	1	4	4	4.07122925552547	2.95772666641581	0.713486344893193	5.58407330790311	0.951626482656161	5.00390247757564	4.61388904955314	2.97944952099913	4.12772012257407	5.28194855531002	3.5683241370393	1.84052063618241	4.15414490504119	1.24003477573031	5.3963594174842	2.97757363737767
SUGP1	3	5	4	3	1	3	1	1	2	8	4	3	2	0	5	4	2.03561462776274	3.69715833301977	2.85394537957277	2.39317427481562	0.951626482656161	2.1445296332467	1.53796301651771	0.744862380249782	1.65108804902963	4.22555884424801	3.5683241370393	2.76078095427361	1.38471496834706	0	6.74544927185526	2.97757363737767
SUGP2	14	7	10	7	5	11	4	10	10	13	6	14	9	5	1	8	9.49953492955943	5.17602166622768	7.13486344893193	5.58407330790311	4.75813241328081	7.86327532190458	6.15185206607086	7.44862380249782	8.25544024514814	6.86653312190302	5.35248620555895	12.8836444532768	6.23121735756178	6.20017387865157	1.34908985437105	5.95514727475534
SUGT1	113	113	99	93	81	123	52	102	88	164	79	68	113	58	61	108	76.6748176457297	83.5557783262468	70.6351481444261	74.1884025192842	77.081745095149	87.9257149631148	79.9740768589212	75.9759627854778	72.6478741573036	86.6239563070843	70.4744017065262	62.5777016302018	78.236395711609	71.9220169923582	82.2944811166341	80.3944882091971
SUGT1P1	1	3	2	2	5	5	0	3	2	3	0	4	7	0	2	0	0.678538209254245	2.21829499981186	1.42697268978639	1.59544951654375	4.75813241328081	3.57421605541117	0	2.23458714074935	1.65108804902963	1.58458456659301	0	3.68104127236481	4.84650238921472	0	2.6981797087421	0
SUGT1P3	8	5	6	7	5	4	1	13	11	9	7	3	7	4	3	10	5.42830567403396	3.69715833301977	4.28091806935916	5.58407330790311	4.75813241328081	2.85937284432894	1.53796301651771	9.68321094324717	9.08098426966295	4.75375369977902	6.24456723981878	2.76078095427361	4.84650238921472	4.96013910292126	4.04726956311315	7.44393409344418
SULF1	42	43	33	27	20	31	11	48	34	67	39	35	31	26	22	35	28.4986047886783	31.79556166397	23.5450493814754	21.5385684733406	19.0325296531232	22.1601395435493	16.9175931816949	35.7533942519895	28.0684968335037	35.3890553205771	34.7911603361332	32.2091111331921	21.4630820093795	32.2409041689882	29.6799767961631	26.0537693270546
SULF2	28	12	19	23	17	23	15	32	16	37	22	17	31	19	11	24	18.9990698591189	8.87317999924744	13.5562405529707	18.3476694402531	16.1776502051547	16.4413938548914	23.0694452477657	23.835596167993	13.208704392237	19.5432096546471	19.6257827537162	15.6444254075505	21.4630820093795	23.560660738876	14.8399883980816	17.865441824266
SULT1A1	5	4	4	11	5	6	7	7	3	5	7	4	9	9	4	5	3.39269104627123	2.95772666641581	2.85394537957277	8.7749723409906	4.75813241328081	4.28905926649341	10.765741115624	5.21403666174848	2.47663207354444	2.64097427765501	6.24456723981878	3.68104127236481	6.23121735756178	11.1603129815728	5.3963594174842	3.72196704672209
SULT1C2	1	1	0	1	2	0	0	2	1	0	0	1	2	0	0	1	0.678538209254245	0.739431666603954	0	0.797724758271873	1.90325296531232	0	0	1.48972476049956	0.825544024514814	0	0	0.920260318091203	1.38471496834706	0	0	0.744393409344418
SULT2A1	1	0	4	0	0	0	1	1	1	1	1	2	0	2	0	3	0.678538209254245	0	2.85394537957277	0	0	0	1.53796301651771	0.744862380249782	0.825544024514814	0.528194855531002	0.892081034259825	1.84052063618241	0	2.48006955146063	0	2.23318022803325
SUMF1	39	39	37	24	24	24	13	42	24	37	27	20	46	22	13	30	26.4629901609156	28.8378349975542	26.3989947610481	19.145394198525	22.8390355837479	17.1562370659736	19.9935192147303	31.2842199704909	19.8130565883555	19.5432096546471	24.0861879250153	18.4052063618241	31.8484442719824	27.2807650660669	17.5381681068237	22.3318022803325
SUMF2	31	41	31	31	33	50	15	31	34	49	39	39	34	18	18	32	21.0346844868816	30.3166983307621	22.118076691689	24.7294675064281	31.4036739276533	35.7421605541117	23.0694452477657	23.0907337877433	28.0684968335037	25.8815479210191	34.7911603361332	35.8901524055569	23.5401544619001	22.3206259631456	24.2836173786789	23.8205890990214
SUMO1	328	308	345	371	311	372	144	289	280	445	237	305	427	196	204	365	222.560532635392	227.744953314018	246.152788988152	295.955885318865	295.955836106066	265.921674522591	221.466674378551	215.265227892187	231.152326864148	235.046710711296	211.423205119579	280.679397017817	295.636645742098	243.046816043142	275.214330291694	271.703594410712
SUMO1P3	1	3	1	1	1	0	1	2	5	0	3	1	4	2	0	2	0.678538209254245	2.21829499981186	0.713486344893193	0.797724758271873	0.951626482656161	0	1.53796301651771	1.48972476049956	4.12772012257407	0	2.67624310277948	0.920260318091203	2.76942993669413	2.48006955146063	0	1.48878681868884
SUMO2	764	760	849	722	636	885	356	640	613	1013	634	607	887	422	456	734	518.403191870243	561.968066619005	605.749906814321	575.957275472292	605.234442969318	632.636241807778	547.514833880306	476.711923359861	506.058487027581	535.061388652905	565.579375720729	558.59801308136	614.121088461922	523.294675358192	615.184973593199	546.384762458803
SUMO3	36	40	41	42	40	36	20	31	36	45	30	31	28	18	18	35	24.4273755331528	29.5772666641581	29.2529401406209	33.5044398474187	38.0650593062464	25.7343555989604	30.7592603303543	23.0907337877433	29.7195848825333	23.7687684988951	26.7624310277948	28.5280698608273	19.3860095568589	22.3206259631456	24.2836173786789	26.0537693270546
SUN1	47	37	40	49	41	40	12	33	35	42	31	33	32	24	26	38	31.8912958349495	27.3589716643463	28.5394537957277	39.0885131553218	39.0166857889026	28.5937284432894	18.4555561982126	24.5804585482428	28.8940408580185	22.1841839323021	27.6545120620546	30.3685904970097	22.155439493553	29.7608346175275	35.0763362136473	28.2869495550879
SUN2	5	5	6	5	5	6	2	3	4	9	2	2	5	2	2	6	3.39269104627123	3.69715833301977	4.28091806935916	3.98862379135937	4.75813241328081	4.28905926649341	3.07592603303543	2.23458714074935	3.30217609805926	4.75375369977902	1.78416206851965	1.84052063618241	3.46178742086766	2.48006955146063	2.6981797087421	4.46636045606651
SUOX	7	3	9	6	6	9	5	8	8	11	13	4	8	5	6	10	4.74976746477972	2.21829499981186	6.42137710403874	4.78634854963124	5.70975889593697	6.43358889974011	7.68981508258857	5.95889904199826	6.60435219611851	5.81014341084102	11.5970534453777	3.68104127236481	5.53885987338825	6.20017387865157	8.09453912622631	7.44393409344418
SUPT16H	273	242	258	233	197	264	122	254	219	312	196	205	246	144	127	223	185.240931126409	178.942463318157	184.079476982444	185.869868677346	187.470417083264	188.71860772571	187.631488015161	189.195044583445	180.794141368744	164.796794925673	174.847882714926	188.653365208697	170.319941106689	178.565007705165	171.334411505124	165.999730283805
