Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	DOM.A.4.13.1.B7.Norm	DOM.A.4.14.1.B8.Norm	DOM.A.5.11.1.C7.Norm
ABRACL	59	44	61	51	43	61	20	41	62	67	45	43	56	46	52	54	40.2605581103332	32.5147893768236	43.5546173581623	41.5048369298802	41.753008029995	43.7276333443384	31.3711690296754	30.7239357223855	51.8412657329973	35.4378807700055	40.6580024108281	40.2597669014261	37.938875628235	41.4983556538767	45.2840903412533	46.661276122085
ABT1	11	20	24	14	20	12	6	12	17	29	25	20	17	16	18	16	7.50620574938416	14.779449716738	17.1362428950147	11.3934846474181	19.4200037348814	8.60215737921412	9.41135070890263	8.9923714309421	14.2145406042089	15.338784213883	22.5877791171267	18.7254729774075	11.5171586728571	14.434210662218	15.6752620412031	13.8255632954326
ABTB1	0	2	1	0	0	1	0	1	1	2	0	0	2	2	0	0	0	1.4779449716738	0.714010120625611	0	0	0.716846448267843	0	0.749364285911842	0.836149447306408	1.05784718716434	0	0	1.35495984386554	1.80427633277725	0	0
ABTB2	2	2	4	2	1	0	1	3	3	5	1	3	2	0	0	2	1.36476468170621	1.4779449716738	2.85604048250245	1.62764066391687	0.971000186744069	0	1.56855845148377	2.24809285773553	2.50844834191922	2.64461796791086	0.903511164685068	2.80882094661112	1.35495984386554	0	0	1.72819541192907
ACAA1	7	10	1	9	10	10	3	11	9	13	13	4	18	5	5	9	4.77667638597174	7.389724858369	0.714010120625611	7.32438298762591	9.71000186744069	7.16846448267843	4.70567535445131	8.24300714503026	7.52534502575767	6.87600671656824	11.7456451409059	3.7450945954815	12.1946385947898	4.51069083194312	4.35423945588974	7.77687935368083
ACAA2	80	74	86	86	61	104	40	77	84	118	73	73	110	68	85	81	54.5905872682484	54.6839639519306	61.4048703738026	69.9885485484254	59.2310113913882	74.5520306198557	62.7423380593509	57.7010500152118	70.2365535737382	62.4129840426963	65.9563150220099	68.3479763675373	74.5227914126044	61.3453953144265	74.0220707501256	69.9919141831274
ACACA	6	13	8	6	7	11	7	14	9	15	13	5	7	4	3	12	4.09429404511863	9.60664231587969	5.71208096500489	4.88292199175061	6.79700130720848	7.88531093094627	10.9799091603864	10.4911000027658	7.52534502575767	7.93385390373258	11.7456451409059	4.68136824435187	4.74235945352937	3.6085526655545	2.61254367353384	10.3691724715744
ACACB	4	3	1	1	2	1	2	2	2	0	0	3	2	3	0	2	2.72952936341242	2.2169174575107	0.714010120625611	0.813820331958435	1.94200037348814	0.716846448267843	3.13711690296754	1.49872857182368	1.67229889461282	0	0	2.80882094661112	1.35495984386554	2.70641449916587	0	1.72819541192907
ACAD10	3	6	2	1	2	4	1	4	5	7	1	2	4	1	1	4	2.04714702255932	4.4338349150214	1.42802024125122	0.813820331958435	1.94200037348814	2.86738579307137	1.56855845148377	2.99745714364737	4.18074723653204	3.70246515507521	0.903511164685068	1.87254729774075	2.70991968773107	0.902138166388624	0.870847891177948	3.45639082385815
ACAD8	9	8	6	10	3	9	4	3	7	15	7	9	6	2	2	9	6.14144106767795	5.9117798866952	4.28406072375367	8.13820331958435	2.91300056023221	6.45161803441059	6.27423380593509	2.24809285773553	5.85304613114485	7.93385390373258	6.32457815279547	8.42646283983337	4.06487953159661	1.80427633277725	1.7416957823559	7.77687935368083
ACAD9	17	11	12	11	4	7	4	5	7	13	2	4	11	5	4	10	11.6004997945028	8.1286973442059	8.56812144750734	8.95202365154278	3.88400074697628	5.0179251378749	6.27423380593509	3.74682142955921	5.85304613114485	6.87600671656824	1.80702232937014	3.7450945954815	7.45227914126044	4.51069083194312	3.48339156471179	8.64097705964536
ACADL	1	1	7	3	1	0	0	2	1	1	0	1	3	1	1	1	0.682382340853105	0.7389724858369	4.99807084437928	2.4414609958753	0.971000186744069	0	0	1.49872857182368	0.836149447306408	0.528923593582172	0	0.936273648870374	2.0324397657983	0.902138166388624	0.870847891177948	0.864097705964536
ACADM	77	69	62	74	59	73	27	75	57	91	54	54	85	62	66	61	52.5434402456891	50.9891015227461	44.2686274787879	60.2227045649242	57.2890110179001	52.3297907235525	42.3510781900618	56.2023214433881	47.6605184964652	48.1320470159777	48.7896028929937	50.5587770390002	57.5857933642853	55.9325663160947	57.4759608177446	52.7099600638367
ACADSB	9	7	7	6	5	7	4	10	3	6	5	5	4	6	10	5	6.14144106767795	5.1728074008583	4.99807084437928	4.88292199175061	4.85500093372035	5.0179251378749	6.27423380593509	7.49364285911842	2.50844834191922	3.17354156149303	4.51755582342534	4.68136824435187	2.70991968773107	5.41282899833175	8.70847891177948	4.32048852982268
ACADVL	37	35	24	29	29	31	20	34	30	50	30	25	46	19	27	32	25.2481466115649	25.8640370042915	17.1362428950147	23.6007896267946	28.159005415578	22.2222398963031	31.3711690296754	25.4783857210026	25.0844834191922	26.4461796791086	27.105334940552	23.4068412217594	31.1640764089073	17.1406251613839	23.5128930618046	27.6511265908652
ACAP1	6	3	2	2	2	5	1	3	4	6	4	3	7	4	5	1	4.09429404511863	2.2169174575107	1.42802024125122	1.62764066391687	1.94200037348814	3.58423224133922	1.56855845148377	2.24809285773553	3.34459778922563	3.17354156149303	3.61404465874027	2.80882094661112	4.74235945352937	3.6085526655545	4.35423945588974	0.864097705964536
ACAP2	59	70	59	38	46	58	21	71	59	99	51	46	73	69	75	61	40.2605581103332	51.728074008583	42.1265971169111	30.9251726144205	44.6660085902272	41.5770939995349	32.9397274811592	53.2048642997408	49.3328173910781	52.3634357646351	46.0790693989385	43.0685878480372	49.456034301092	62.2475334808151	65.3135918383461	52.7099600638367
ACAT1	100	93	116	101	87	133	57	97	80	137	82	70	124	97	102	115	68.2382340853105	68.7244411828317	82.8251739925709	82.1958535278019	84.477016246734	95.3405776196231	89.407831734575	72.6883357334487	66.8919557845126	72.4625323207576	74.0879155041756	65.5391554209262	84.0075103196632	87.5074021396966	88.8264849001507	99.3712361859217
ACAT2	5	2	7	3	1	5	3	4	4	6	4	5	3	6	1	6	3.41191170426553	1.4779449716738	4.99807084437928	2.4414609958753	0.971000186744069	3.58423224133922	4.70567535445131	2.99745714364737	3.34459778922563	3.17354156149303	3.61404465874027	4.68136824435187	2.0324397657983	5.41282899833175	0.870847891177948	5.18458623578722
ACBD3	67	69	31	42	23	48	27	53	50	72	37	31	30	49	48	27	45.719616837158	50.9891015227461	22.134313739394	34.1804539422543	22.3330042951136	34.4086295168565	42.3510781900618	39.7163071533276	41.8074723653204	38.0824987379164	33.4299130933475	29.0244831149816	20.324397657983	44.2047701530426	41.8006987765415	23.3306380610425
ACBD4	1	1	0	2	0	3	1	2	1	1	4	4	3	0	2	1	0.682382340853105	0.7389724858369	0	1.62764066391687	0	2.15053934480353	1.56855845148377	1.49872857182368	0.836149447306408	0.528923593582172	3.61404465874027	3.7450945954815	2.0324397657983	0	1.7416957823559	0.864097705964536
ACBD5	45	36	29	20	22	18	12	39	25	51	21	24	39	25	28	17	30.7072053383897	26.6030094901284	20.7062934981427	16.2764066391687	21.3620041083695	12.9032360688212	18.8227014178053	29.2252071505618	20.9037361826602	26.9751032726908	18.9737344583864	22.470567572889	26.4217169553779	22.5534541597156	24.3837409529825	14.6896610013971
ACBD6	42	21	36	24	25	30	18	22	21	26	30	14	36	26	17	24	28.6600583158304	15.5184222025749	25.704364342522	19.5316879670024	24.2750046686017	21.5053934480353	28.2340521267079	16.4860142900605	17.5591383934346	13.7520134331365	27.105334940552	13.1078310841852	24.3892771895796	23.4555923261042	14.8044141500251	20.7383449431489
ACBD7	6	9	6	8	5	9	4	10	6	16	6	5	6	4	5	5	4.09429404511863	6.6507523725321	4.28406072375367	6.51056265566748	4.85500093372035	6.45161803441059	6.27423380593509	7.49364285911842	5.01689668383845	8.46277749731476	5.42106698811041	4.68136824435187	4.06487953159661	3.6085526655545	4.35423945588974	4.32048852982268
ACCS	2	1	1	0	1	3	0	1	0	2	0	0	2	1	1	0	1.36476468170621	0.7389724858369	0.714010120625611	0	0.971000186744069	2.15053934480353	0	0.749364285911842	0	1.05784718716434	0	0	1.35495984386554	0.902138166388624	0.870847891177948	0
ACD	4	5	5	4	2	2	1	1	3	4	5	3	4	1	0	2	2.72952936341242	3.6948624291845	3.57005060312806	3.25528132783374	1.94200037348814	1.43369289653569	1.56855845148377	0.749364285911842	2.50844834191922	2.11569437432869	4.51755582342534	2.80882094661112	2.70991968773107	0.902138166388624	0	1.72819541192907
ACER3	6	4	4	5	4	4	0	2	6	7	6	2	1	2	1	8	4.09429404511863	2.9558899433476	2.85604048250245	4.06910165979217	3.88400074697628	2.86738579307137	0	1.49872857182368	5.01689668383845	3.70246515507521	5.42106698811041	1.87254729774075	0.677479921932768	1.80427633277725	0.870847891177948	6.91278164771629
ACIN1	94	86	88	77	57	83	38	84	79	145	65	99	80	80	95	84	64.1439400401919	63.5516337819734	62.8328906150538	62.6641655607995	55.3470106444119	59.498255206231	59.6052211563833	62.9466000165947	66.0558063372062	76.693921069415	58.7282257045294	92.691091238167	54.1983937546214	72.1710533110899	82.7305496619051	72.5842073010211
ACLY	50	63	45	47	36	45	26	47	38	86	53	43	53	33	30	39	34.1191170426553	46.5552666077247	32.1304554281525	38.2495556020464	34.9560067227865	32.2580901720529	40.7825197385781	35.2201214378566	31.7736789976435	45.4874290480668	47.8860917283086	40.2597669014261	35.9064358624367	29.7705594908246	26.1254367353384	33.6998105326169
ACN9	41	47	57	73	48	69	22	39	53	62	36	49	65	36	40	38	27.9776759749773	34.7317068343343	40.6985768756599	59.4088842329657	46.6080089637153	49.4624049304812	34.508285932643	29.2252071505618	44.3159207072396	32.7932628020947	32.5264019286624	45.8774087946483	44.0361949256299	32.4769739899905	34.8339156471179	32.8357128266524
ACO1	29	23	33	17	9	27	12	20	27	36	17	20	28	22	28	25	19.78908788474	16.9963671742487	23.5623339806452	13.8349456432934	8.73900168069662	19.3548541032318	18.8227014178053	14.9872857182368	22.576035077273	19.0412493689582	15.3596897996462	18.7254729774075	18.9694378141175	19.8470396605497	24.3837409529825	21.6024426491134
ACO2	7	6	8	6	6	4	3	5	4	11	8	6	12	4	6	10	4.77667638597174	4.4338349150214	5.71208096500489	4.88292199175061	5.82600112046442	2.86738579307137	4.70567535445131	3.74682142955921	3.34459778922563	5.8181595294039	7.22808931748054	5.61764189322224	8.12975906319321	3.6085526655545	5.22508734706769	8.64097705964536
ACOT13	139	116	132	142	116	158	57	116	125	178	116	102	179	98	108	133	94.8511453785816	85.7208083570804	94.2493359225807	115.562487138098	112.636021662312	113.261738826319	89.407831734575	86.9262571657736	104.518680913301	94.1483996576267	104.807295103468	95.4999121847781	121.268906025965	88.4095403060852	94.0515722472184	114.924994893283
ACOT2	10	2	4	4	5	6	1	1	1	4	5	7	6	3	3	5	6.82382340853105	1.4779449716738	2.85604048250245	3.25528132783374	4.85500093372035	4.30107868960706	1.56855845148377	0.749364285911842	0.836149447306408	2.11569437432869	4.51755582342534	6.55391554209262	4.06487953159661	2.70641449916587	2.61254367353384	4.32048852982268
ACOT7	5	9	6	5	8	6	9	12	12	12	8	9	6	8	3	3	3.41191170426553	6.6507523725321	4.28406072375367	4.06910165979217	7.76800149395255	4.30107868960706	14.1170260633539	8.9923714309421	10.0337933676769	6.34708312298607	7.22808931748054	8.42646283983337	4.06487953159661	7.21710533110899	2.61254367353384	2.59229311789361
ACOT8	9	8	9	14	10	8	3	9	8	14	8	7	11	4	6	5	6.14144106767795	5.9117798866952	6.4260910856305	11.3934846474181	9.71000186744069	5.73477158614274	4.70567535445131	6.74427857320658	6.68919557845126	7.40493031015041	7.22808931748054	6.55391554209262	7.45227914126044	3.6085526655545	5.22508734706769	4.32048852982268
ACOT9	86	60	70	65	67	59	32	56	73	111	62	57	79	71	62	66	58.684881313367	44.338349150214	49.9807084437928	52.8983215772983	65.0570125118526	42.2939404478027	50.1938704474807	41.9644000110631	61.0389096533678	58.7105188876211	56.0176922104742	53.3675979856113	53.5209138326886	64.0518098135923	53.9925692530328	57.0304485936594
ACOX1	57	64	50	38	24	44	22	46	36	60	42	36	41	38	48	43	38.895793428627	47.2942390935616	35.7005060312806	30.9251726144205	23.3040044818577	31.5412437237851	34.508285932643	34.4707571519447	30.1013801030307	31.7354156149303	37.9474689167728	33.7058513593335	27.7766767992435	34.2812503227677	41.8006987765415	37.1562013564751
ACOX2	6	7	11	18	11	17	5	9	6	14	9	10	14	11	6	17	4.09429404511863	5.1728074008583	7.85411132688173	14.6487659752518	10.6810020541848	12.1863896205533	7.84279225741886	6.74427857320658	5.01689668383845	7.40493031015041	8.13160048216561	9.36273648870374	9.48471890705875	9.92351983027487	5.22508734706769	14.6896610013971
ACOX3	9	13	8	11	11	15	7	12	14	16	6	12	4	10	7	12	6.14144106767795	9.60664231587969	5.71208096500489	8.95202365154278	10.6810020541848	10.7526967240176	10.9799091603864	8.9923714309421	11.7060922622897	8.46277749731476	5.42106698811041	11.2352837864445	2.70991968773107	9.02138166388624	6.09593523824564	10.3691724715744
ACP1	459	355	425	376	342	486	150	376	362	624	322	316	483	323	374	318	313.213494451575	262.335232472099	303.454301265885	305.996444816371	332.082063866472	348.387373858172	235.283767722566	281.760971502853	302.68609992492	330.048322395276	290.930595028592	295.862473043038	327.222802293527	291.390627743526	325.697111300553	274.783070496723
ACP2	7	3	5	6	4	2	4	11	12	8	9	6	11	3	4	5	4.77667638597174	2.2169174575107	3.57005060312806	4.88292199175061	3.88400074697628	1.43369289653569	6.27423380593509	8.24300714503026	10.0337933676769	4.23138874865738	8.13160048216561	5.61764189322224	7.45227914126044	2.70641449916587	3.48339156471179	4.32048852982268
ACP6	3	1	3	3	1	1	1	0	0	3	3	1	3	4	1	1	2.04714702255932	0.7389724858369	2.14203036187683	2.4414609958753	0.971000186744069	0.716846448267843	1.56855845148377	0	0	1.58677078074652	2.7105334940552	0.936273648870374	2.0324397657983	3.6085526655545	0.870847891177948	0.864097705964536
ACPL2	4	9	4	8	7	10	2	6	3	8	4	6	7	4	9	6	2.72952936341242	6.6507523725321	2.85604048250245	6.51056265566748	6.79700130720848	7.16846448267843	3.13711690296754	4.49618571547105	2.50844834191922	4.23138874865738	3.61404465874027	5.61764189322224	4.74235945352937	3.6085526655545	7.83763102060153	5.18458623578722
ACRC	2	2	3	0	1	4	0	3	1	2	1	0	0	4	1	0	1.36476468170621	1.4779449716738	2.14203036187683	0	0.971000186744069	2.86738579307137	0	2.24809285773553	0.836149447306408	1.05784718716434	0.903511164685068	0	0	3.6085526655545	0.870847891177948	0
ACSF2	5	8	4	6	4	13	5	14	2	7	17	7	9	10	0	7	3.41191170426553	5.9117798866952	2.85604048250245	4.88292199175061	3.88400074697628	9.31900382748196	7.84279225741886	10.4911000027658	1.67229889461282	3.70246515507521	15.3596897996462	6.55391554209262	6.09731929739491	9.02138166388624	0	6.04868394175175
ACSF3	0	0	2	3	2	2	0	0	1	4	0	2	0	0	3	0	0	0	1.42802024125122	2.4414609958753	1.94200037348814	1.43369289653569	0	0	0.836149447306408	2.11569437432869	0	1.87254729774075	0	0	2.61254367353384	0
ACSL1	36	30	29	45	32	44	19	28	27	48	20	30	41	16	28	35	24.5657642707118	22.169174575107	20.7062934981427	36.6219149381296	31.0720059758102	31.5412437237851	29.8026105781917	20.9822000055316	22.576035077273	25.3883324919443	18.0702232937014	28.0882094661112	27.7766767992435	14.434210662218	24.3837409529825	30.2434197087588
ACSL3	39	40	38	35	26	43	18	44	26	35	25	47	35	24	32	28	26.6129112932711	29.558899433476	27.1323845837732	28.4837116185452	25.2460048553458	30.8243972755173	28.2340521267079	32.972028580121	21.7398856299666	18.512325775376	22.5877791171267	44.0048614969076	23.7117972676469	21.651315993327	27.8671325176943	24.194735767007
ACSL4	45	37	40	30	20	36	25	28	31	45	45	35	34	33	39	24	30.7072053383897	27.3419819759653	28.5604048250245	24.414609958753	19.4200037348814	25.8064721376424	39.2139612870943	20.9822000055316	25.9206328664986	23.8015617111978	40.6580024108281	32.7695777104631	23.0343173457141	29.7705594908246	33.96306775594	20.7383449431489
ACSL6	9	16	11	8	10	11	6	19	9	21	11	8	10	10	12	8	6.14144106767795	11.8235597733904	7.85411132688173	6.51056265566748	9.71000186744069	7.88531093094627	9.41135070890263	14.237921432325	7.52534502575767	11.1073954652256	9.93862281153575	7.49018919096299	6.77479921932768	9.02138166388624	10.4501746941354	6.91278164771629
ACSM5	0	0	0	1	1	1	0	0	2	2	0	0	1	2	0	3	0	0	0	0.813820331958435	0.971000186744069	0.716846448267843	0	0	1.67229889461282	1.05784718716434	0	0	0.677479921932768	1.80427633277725	0	2.59229311789361
ACSS1	0	0	0	0	0	0	1	0	1	2	0	0	1	1	2	0	0	0	0	0	0	0	1.56855845148377	0	0.836149447306408	1.05784718716434	0	0	0.677479921932768	0.902138166388624	1.7416957823559	0
ACSS2	6	6	9	13	4	8	3	6	4	9	7	3	6	5	6	9	4.09429404511863	4.4338349150214	6.4260910856305	10.5796643154597	3.88400074697628	5.73477158614274	4.70567535445131	4.49618571547105	3.34459778922563	4.76031234223955	6.32457815279547	2.80882094661112	4.06487953159661	4.51069083194312	5.22508734706769	7.77687935368083
ACTA2	6982	6255	7415	6528	6113	7877	3560	5671	5175	8454	5276	5742	5891	5481	5767	7809	4764.39350383638	4622.27289890981	5294.38504443891	5312.61912702466	5935.72414156649	5646.5994730058	5584.06808728223	4249.64486540606	4327.07338981066	4471.52006014368	4766.92490487842	5376.08329181369	3991.03422010593	4944.61928997605	5022.17978842323	6747.73898587706
ACTB	2508	2447	2346	2089	1592	2009	1187	1816	1570	2541	1728	1693	1554	1773	1908	2094	1711.41491085959	1808.26567284289	1675.06774298768	1700.07067346117	1545.83229729656	1440.1445145701	1861.87888191124	1360.8455432159	1312.75463227106	1343.9948512923	1561.2672925758	1585.11128753754	1052.80379868352	1599.49096900703	1661.57777636753	1809.42059628974
ACTC1	0	2	1	1	0	1	2	0	0	0	2	0	0	0	0	1	0	1.4779449716738	0.714010120625611	0.813820331958435	0	0.716846448267843	3.13711690296754	0	0	0	1.80702232937014	0	0	0	0	0.864097705964536
ACTG1	4830	4522	5657	4938	4249	5536	2459	4120	3828	6395	4507	4293	4658	4084	4363	4656	3295.9067063205	3341.63358095446	4039.15525237908	4018.64479921075	4125.77979347555	3968.46193761078	3857.08523219859	3087.38085795679	3200.78008428893	3382.46638095799	4072.1248192356	4019.42277460052	3155.70147636283	3684.33227153114	3799.50934920939	4023.23891897088
ACTG2	3	2	1	3	3	4	1	0	3	5	3	2	3	0	3	2	2.04714702255932	1.4779449716738	0.714010120625611	2.4414609958753	2.91300056023221	2.86738579307137	1.56855845148377	0	2.50844834191922	2.64461796791086	2.7105334940552	1.87254729774075	2.0324397657983	0	2.61254367353384	1.72819541192907
ACTL6A	91	82	76	61	69	85	32	68	64	116	57	63	95	62	61	89	62.0967930176326	60.5957438386258	54.2647691675465	49.6430402494645	66.9990128853408	60.9319481027667	50.1938704474807	50.9567714420052	53.5135646276101	61.355136855532	51.5001363870489	58.9852398788336	64.3605925836129	55.9325663160947	53.1217213618548	76.9046958308437
ACTN1	303	252	260	236	192	236	123	233	229	396	216	190	218	173	205	227	206.761849278491	186.221066430899	185.642631362659	192.061598342191	186.432035854861	169.175761791211	192.932689532504	174.601878617459	191.478223433167	209.45374305854	195.158411571975	177.891993285371	147.690622981343	156.069902785232	178.523817691479	196.15017925395
ACTN4	79	57	94	55	42	71	34	54	61	115	45	48	79	64	82	63	53.9082049273953	42.1214316927033	67.1169513388075	44.7601182577139	40.7820078432509	50.8960978270169	53.3309873504482	40.4656714392395	51.0051162856909	60.8262132619498	40.6580024108281	44.9411351457779	53.5209138326886	57.736842648872	71.4095270765918	54.4381554757658
ACTR10	194	149	197	140	165	201	86	147	141	243	133	170	229	147	156	159	132.382174125502	110.106900389698	140.659993763245	113.934846474181	160.215030812771	144.086136101836	134.896026827604	110.156550029041	117.897072070203	128.528433240468	120.166984903114	159.166520307964	155.142902122604	132.614310459128	135.85227102376	137.391535248361
ACTR1A	118	95	103	87	71	93	41	90	105	144	104	74	98	80	89	83	80.5211162206664	70.2023861545055	73.543042424438	70.8023688803838	68.9410132588289	66.6667196889094	64.3108965108346	67.4427857320658	87.7956919671728	76.1649974758328	93.965161127247	69.2842500164077	66.3930323494112	72.1710533110899	77.5054623148374	71.7201095950565
ACTR1B	12	18	22	18	12	20	12	12	20	29	14	7	7	13	14	11	8.18858809023726	13.3015047450642	15.7082226537635	14.6487659752518	11.6520022409288	14.3369289653569	18.8227014178053	8.9923714309421	16.7229889461282	15.338784213883	12.6491563055909	6.55391554209262	4.74235945352937	11.7277961630521	12.1918704764913	9.5050747656099
ACTR2	220	178	195	163	133	150	83	202	176	281	148	150	171	181	204	174	150.124114987683	131.537102478968	139.231973521994	132.652714109225	129.143024836961	107.526967240176	130.190351473153	151.371585754192	147.162302725928	148.62752979659	133.71965237339	140.441047330556	115.849066650503	163.287008116341	177.652969800301	150.353000837829
ACTR3	111	111	95	89	63	124	57	100	106	127	80	89	93	81	98	101	75.7444398346947	82.0259459278959	67.8309614594331	72.4300095443007	61.1730117648764	88.8889595852125	89.407831734575	74.9364285911842	88.6318414144792	67.1732963849359	72.2808931748054	83.3283547494633	63.0056327397474	73.0731914774786	85.3430933354389	87.2738683024182
ACTR3B	2	4	0	1	4	3	0	1	2	3	2	2	2	0	2	0	1.36476468170621	2.9558899433476	0	0.813820331958435	3.88400074697628	2.15053934480353	0	0.749364285911842	1.67229889461282	1.58677078074652	1.80702232937014	1.87254729774075	1.35495984386554	0	1.7416957823559	0
ACTR5	2	3	2	1	1	1	1	3	2	2	0	2	1	0	4	4	1.36476468170621	2.2169174575107	1.42802024125122	0.813820331958435	0.971000186744069	0.716846448267843	1.56855845148377	2.24809285773553	1.67229889461282	1.05784718716434	0	1.87254729774075	0.677479921932768	0	3.48339156471179	3.45639082385815
ACTR6	42	35	63	41	45	51	12	41	31	55	38	34	42	30	33	42	28.6600583158304	25.8640370042915	44.9826375994135	33.3666336102958	43.6950084034831	36.55916886166	18.8227014178053	30.7239357223855	25.9206328664986	29.0907976470195	34.3334242580326	31.8333040615927	28.4541567211762	27.0641449916587	28.7379804088723	36.2921036505105
