Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	TRS+DOM.A.4.15.1.B9	TRS+DOM.A.4.16.1.B10	TRS+DOM.A.5.12.1.C8	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	TRS+DOM.A.4.15.1.B9.Norm	TRS+DOM.A.4.16.1.B10.Norm	TRS+DOM.A.5.12.1.C8.Norm
ABLIM3	12	15	16	13	6	15	5	19	17	28	10	12	19	71	20	7	8.17286168868949	11.3147840250257	11.5673131363558	10.3591917618425	5.69435413972293	10.8478625383246	7.7179368639979	14.3667159319869	14.0138283465243	14.7826555413248	8.94594379177167	11.0780725142616	13.1834973451545	10.063288752267	14.1865753690843	12.1965723574452
ABR	9	11	13	10	7	14	8	6	8	9	9	3	10	32	11	2	6.12964626651712	8.29750828501887	9.39844192328906	7.96860904757115	6.64341316301008	10.1246717024363	12.3486989823966	4.5368576627327	6.59474275130555	4.7515678525687	8.05134941259451	2.76951812856539	6.93868281323921	4.53556676158511	7.80261645299635	3.48473495927006
ABRACL	59	44	61	51	43	61	20	41	62	67	45	43	56	301	57	21	40.1832366360567	33.1900331400755	44.1003813323563	40.6399061426128	40.8095380013477	44.1146409891866	30.8717474559916	31.0018606953401	51.109256322618	35.3727829024559	40.2567470629725	39.6964265094373	38.8566237541396	42.66267485116	40.4317398018902	36.5897170723356
ABT1	11	20	24	14	20	12	6	12	17	29	25	20	17	106	22	11	7.4917898812987	15.0863787000343	17.3509697045336	11.1560526665996	18.9811804657431	8.67829003065967	9.26152423679748	9.0737153254654	14.0138283465243	15.3106075249436	22.3648594794292	18.463454190436	11.7957607825067	15.0240648977507	15.6052329059927	19.1660422759853
ABTB1	0	2	1	0	0	1	0	1	1	2	0	0	2	1	1	0	0	1.50863787000343	0.722957071022235	0	0	0.723190835888306	0	0.756142943788783	0.824342843913194	1.05590396723749	0	0	1.38773656264784	0.141736461299535	0.709328768454214	0
ABTB2	2	2	4	2	1	0	1	3	3	5	1	3	2	4	0	1	1.36214361478158	1.50863787000343	2.89182828408894	1.59372180951423	0.949059023287155	0	1.54358737279958	2.26842883136635	2.47302853173958	2.63975991809372	0.894594379177167	2.76951812856539	1.38773656264784	0.566945845198139	0	1.74236747963503
ACAA1	7	10	1	9	10	10	3	11	9	13	13	4	18	27	10	5	4.76750265173554	7.54318935001715	0.722957071022235	7.17174814281403	9.49059023287155	7.23190835888306	4.63076211839874	8.31757238167662	7.41908559521875	6.86337578704368	11.6297269293032	3.69269083808719	12.4896290638306	3.82688445508744	7.09328768454214	8.71183739817514
ACAA2	80	74	86	86	61	104	40	77	84	118	73	73	110	507	94	36	54.4857445912633	55.8196011901269	62.1743081079122	68.5300378091118	57.8926004205164	75.2118469323838	61.7434949119832	58.2230066717363	69.2447988887083	62.2983340670118	65.3053896799332	67.3916077950913	76.3255109456314	71.8603858788641	66.6769042346961	62.725229266861
ACACA	6	13	8	6	7	11	7	14	9	15	13	5	7	38	16	9	4.08643084434475	9.8061461550223	5.78365656817788	4.78116542854269	6.64341316301008	7.95509919477136	10.8051116095971	10.586001213043	7.41908559521875	7.91927975428117	11.6297269293032	4.61586354760899	4.85707796926745	5.38598552938232	11.3492602952674	15.6813073167152
ACACB	4	3	1	1	2	1	2	2	2	0	0	3	2	4	3	0	2.72428722956316	2.26295680500515	0.722957071022235	0.796860904757115	1.89811804657431	0.723190835888306	3.08717474559916	1.51228588757757	1.64868568782639	0	0	2.76951812856539	1.38773656264784	0.566945845198139	2.12798630536264	0
ACAD10	3	6	2	1	2	4	1	4	5	7	1	2	4	15	0	3	2.04321542217237	4.52591361001029	1.44591414204447	0.796860904757115	1.89811804657431	2.89276334355322	1.54358737279958	3.02457177515513	4.12171421956597	3.69566388533121	0.894594379177167	1.8463454190436	2.77547312529569	2.12604691949302	0	5.22710243890508
ACAD8	9	8	6	10	3	9	4	3	7	15	7	9	6	32	10	2	6.12964626651712	6.03455148001372	4.33774242613341	7.96860904757115	2.84717706986146	6.50871752299475	6.17434949119832	2.26842883136635	5.77039990739236	7.91927975428117	6.26216065424017	8.30855438569618	4.16320968794353	4.53556676158511	7.09328768454214	3.48473495927006
ACAD9	17	11	12	11	4	7	4	5	7	13	2	4	11	72	11	5	11.5782207256434	8.29750828501887	8.67548485226682	8.76546995232826	3.79623609314862	5.06233585121814	6.17434949119832	3.78071471894392	5.77039990739236	6.86337578704368	1.78918875835433	3.69269083808719	7.63255109456313	10.2050252135665	7.80261645299635	8.71183739817514
ACADL	1	1	7	3	1	0	0	2	1	1	0	1	3	10	2	0	0.681071807390791	0.754318935001715	5.06069949715565	2.39058271427134	0.949059023287155	0	0	1.51228588757757	0.824342843913194	0.527951983618744	0	0.923172709521798	2.08160484397176	1.41736461299535	1.41865753690843	0
ACADM	77	69	62	74	59	73	27	75	57	91	54	54	85	448	66	27	52.4425291690909	52.0480065151184	44.8233384033786	58.9677069520265	55.9944823739421	52.7929310198463	41.6768590655887	56.7107207841588	46.9875421030521	48.0436305093057	48.308096475567	49.8513263141771	58.9788039125333	63.4979346621916	46.8156987179781	47.0439219501458
ACADSB	9	7	7	6	5	7	4	10	3	6	5	5	4	41	12	2	6.12964626651712	5.28023254501201	5.06069949715565	4.78116542854269	4.74529511643577	5.06233585121814	6.17434949119832	7.56142943788783	2.47302853173958	3.16771190171247	4.47297189588584	4.61586354760899	2.77547312529569	5.81119491328093	8.51194522145057	3.48473495927006
ACADVL	37	35	24	29	29	31	20	34	30	50	30	25	46	135	38	21	25.1996568734593	26.40116272506	17.3509697045336	23.1089662379563	27.5227116753275	22.4189159125375	30.8717474559916	25.7088600888186	24.7302853173958	26.3975991809372	26.837831375315	23.079317738045	31.9179409409004	19.1344222754372	26.9544932012601	36.5897170723356
ACAP1	6	3	2	2	2	5	1	3	4	6	4	3	7	23	4	1	4.08643084434475	2.26295680500515	1.44591414204447	1.59372180951423	1.89811804657431	3.61595417944153	1.54358737279958	2.26842883136635	3.29737137565278	3.16771190171247	3.57837751670867	2.76951812856539	4.85707796926745	3.2599386098893	2.83731507381686	1.74236747963503
ACAP2	59	70	59	38	46	58	21	71	59	99	51	46	73	316	88	35	40.1832366360567	52.8023254501201	42.6544671903119	30.2807143807704	43.6567150712091	41.9450684815217	32.4153348287912	53.6861490090036	48.6362277908785	52.2672463782557	45.6243133380355	42.4659446380027	50.6523845366463	44.788721770653	62.4209316239708	60.982861787226
ACAT1	100	93	116	101	87	133	57	97	80	137	82	70	124	634	130	39	68.1071807390791	70.1516609551595	83.8630202385793	80.4829513804686	82.5681350259825	96.1843811731447	87.9844802495761	73.345865547512	65.9474275130555	72.329421755768	73.3567390925277	64.6220896665259	86.0396668841662	89.8609164639051	92.2127398990478	67.9523317057661
ACAT2	5	2	7	3	1	5	3	4	4	6	4	5	3	27	6	1	3.40535903695396	1.50863787000343	5.06069949715565	2.39058271427134	0.949059023287155	3.61595417944153	4.63076211839874	3.02457177515513	3.29737137565278	3.16771190171247	3.57837751670867	4.61586354760899	2.08160484397176	3.82688445508744	4.25597261072528	1.74236747963503
ACBD3	67	69	31	42	23	48	27	53	50	72	37	31	30	201	40	12	45.631811095183	52.0480065151184	22.4116692016893	33.4681579997988	21.8283575356046	34.7131601226387	41.6768590655887	40.0755760208055	41.2171421956597	38.0125428205496	33.0999920295552	28.6183539951757	20.8160484397176	28.4890287212065	28.3731507381686	20.9084097556203
ACBD4	1	1	0	2	0	3	1	2	1	1	4	4	3	13	2	0	0.681071807390791	0.754318935001715	0	1.59372180951423	0	2.16957250766492	1.54358737279958	1.51228588757757	0.824342843913194	0.527951983618744	3.57837751670867	3.69269083808719	2.08160484397176	1.84257399689395	1.41865753690843	0
ACBD5	45	36	29	20	22	18	12	39	25	51	21	24	39	146	31	13	30.6482313325856	27.1554816600618	20.9657550596448	15.9372180951423	20.8792985123174	13.0174350459895	18.523048473595	29.4895748077626	20.6085710978299	26.925551164556	18.7864819627205	22.1561450285232	27.0608629716329	20.6935233497321	21.9891918220806	22.6507772352554
ACBD6	42	21	36	24	25	30	18	22	21	26	30	14	36	105	25	13	28.6050159104132	15.840697635036	26.0264545568005	19.1246617141707	23.7264755821789	21.6957250766492	27.7845727103924	16.6351447633532	17.3111997221771	13.7267515740874	26.837831375315	12.9244179333052	24.9792581276612	14.8823284364512	17.7332192113553	22.6507772352554
ACBD7	6	9	6	8	5	9	4	10	6	16	6	5	6	33	5	0	4.08643084434475	6.78887041501544	4.33774242613341	6.37488723805692	4.74529511643577	6.50871752299475	6.17434949119832	7.56142943788783	4.94605706347917	8.44723173789991	5.367566275063	4.61586354760899	4.16320968794353	4.67730322288465	3.54664384227107	0
ACCS	2	1	1	0	1	3	0	1	0	2	0	0	2	6	1	0	1.36214361478158	0.754318935001715	0.722957071022235	0	0.949059023287155	2.16957250766492	0	0.756142943788783	0	1.05590396723749	0	0	1.38773656264784	0.850418767797209	0.709328768454214	0
ACD	4	5	5	4	2	2	1	1	3	4	5	3	4	11	1	3	2.72428722956316	3.77159467500858	3.61478535511118	3.18744361902846	1.89811804657431	1.44638167177661	1.54358737279958	0.756142943788783	2.47302853173958	2.11180793447498	4.47297189588584	2.76951812856539	2.77547312529569	1.55910107429488	0.709328768454214	5.22710243890508
ACER3	6	4	4	5	4	4	0	2	6	7	6	2	1	19	2	1	4.08643084434475	3.01727574000686	2.89182828408894	3.98430452378557	3.79623609314862	2.89276334355322	0	1.51228588757757	4.94605706347917	3.69566388533121	5.367566275063	1.8463454190436	0.693868281323921	2.69299276469116	1.41865753690843	1.74236747963503
ACIN1	94	86	88	77	57	83	38	84	79	145	65	99	80	617	80	44	64.0207498947344	64.8714284101475	63.6202222499567	61.3582896662978	54.0963643273678	60.0248393787294	58.656320166384	63.5160072782578	65.1230846691423	76.5530376247179	58.1486346465159	91.394098242658	55.5094625059137	87.451396621813	56.7463014763371	76.6641691039412
ACLY	50	63	45	47	36	45	26	47	38	86	53	43	53	196	50	19	34.0535903695396	47.5220929051081	32.5330681960006	37.4524625235844	34.1661248383376	32.5435876149738	40.1332716927891	35.5387183580728	31.3250280687014	45.403870591212	47.4135020963899	39.6964265094373	36.7750189101678	27.7803464147088	35.4664384227107	33.1049821130655
ACN9	41	47	57	73	48	69	22	39	53	62	36	49	65	320	48	22	27.9239441030224	35.4529899450806	41.2085530482674	58.1708460472694	45.5548331177834	49.9001676762931	33.9589222015908	29.4895748077626	43.6901707273993	32.7330229843622	32.205397650378	45.2354627665681	45.1014382860549	45.3556676158511	34.0477808858023	38.3320845519706
ACO1	29	23	33	17	9	27	12	20	27	36	17	20	28	106	32	12	19.7510824143329	17.3493355050395	23.8575833437338	13.5466353808709	8.54153120958439	19.5261525689843	18.523048473595	15.1228588757757	22.2572567856562	19.0062714102748	15.2081044460118	18.463454190436	19.4283118770698	15.0240648977507	22.6985205905348	20.9084097556203
ACO2	7	6	8	6	6	4	3	5	4	11	8	6	12	44	7	2	4.76750265173554	4.52591361001029	5.78365656817788	4.78116542854269	5.69435413972293	2.89276334355322	4.63076211839874	3.78071471894392	3.29737137565278	5.80747181980619	7.15675503341734	5.53903625713079	8.32641937588706	6.23640429717953	4.9653013791795	3.48473495927006
ACOT13	139	116	132	142	116	158	57	116	125	178	116	102	179	777	155	54	94.66898122732	87.500996460199	95.430333374935	113.15424847551	110.09084670131	114.264152070352	87.9844802495761	87.7125814794989	103.042855489149	93.9754530841365	103.772947984551	94.1636163712234	124.202422356982	110.129230429739	109.945959110403	94.0878439002915
ACOT2	10	2	4	4	5	6	1	1	1	4	5	7	6	17	1	1	6.81071807390791	1.50863787000343	2.89182828408894	3.18744361902846	4.74529511643577	4.33914501532983	1.54358737279958	0.756142943788783	0.824342843913194	2.11180793447498	4.47297189588584	6.46220896665259	4.16320968794353	2.40951984209209	0.709328768454214	1.74236747963503
ACOT7	5	9	6	5	8	6	9	12	12	12	8	9	6	32	10	2	3.40535903695396	6.78887041501544	4.33774242613341	3.98430452378557	7.59247218629724	4.33914501532983	13.8922863551962	9.0737153254654	9.89211412695833	6.33542380342493	7.15675503341734	8.30855438569618	4.16320968794353	4.53556676158511	7.09328768454214	3.48473495927006
ACOT8	9	8	9	14	10	8	3	9	8	14	8	7	11	54	6	2	6.12964626651712	6.03455148001372	6.50661363920012	11.1560526665996	9.49059023287155	5.78552668710645	4.63076211839874	6.80528649409905	6.59474275130555	7.39132777066242	7.15675503341734	6.46220896665259	7.63255109456313	7.65376891017488	4.25597261072528	3.48473495927006
ACOT9	86	60	70	65	67	59	32	56	73	111	62	57	79	450	77	26	58.572175435608	45.2591361001029	50.6069949715565	51.7959588092124	63.5869545602394	42.66825931741	49.3947959295866	42.3440048521719	60.1770276056632	58.6026701816806	55.4648515089844	52.6208444427425	54.8155942245898	63.7814075847907	54.6183151709745	45.3015544705107
ACOX1	57	64	50	38	24	44	22	46	36	60	42	36	41	246	67	20	38.8210930212751	48.2764118401098	36.1478535511118	30.2807143807704	22.7774165588917	31.8203967790854	33.9589222015908	34.782575414284	29.676342380875	31.6771190171247	37.572963925441	33.2342175427847	28.4485995342808	34.8671694796856	47.5250274864323	34.8473495927006
ACOX2	6	7	11	18	11	17	5	9	6	14	9	10	14	65	4	3	4.08643084434475	5.28023254501201	7.95252778124459	14.3434962856281	10.4396492561587	12.2942442101012	7.7179368639979	6.80528649409905	4.94605706347917	7.39132777066242	8.05134941259451	9.23172709521798	9.7141559385349	9.21286998446976	2.83731507381686	5.22710243890508
ACOX3	9	13	8	11	11	15	7	12	14	16	6	12	4	67	13	6	6.12964626651712	9.8061461550223	5.78365656817788	8.76546995232826	10.4396492561587	10.8478625383246	10.8051116095971	9.0737153254654	11.5407998147847	8.44723173789991	5.367566275063	11.0780725142616	2.77547312529569	9.49634290706883	9.22127398990478	10.4542048778102
ACP1	459	355	425	376	342	486	150	376	362	624	322	316	483	2622	438	163	312.611959592373	267.783221925609	307.25675518445	299.619700188675	324.578185964207	351.470746241717	231.538105919937	284.309746864583	298.412109496576	329.442037778096	288.059390095048	291.722576208888	335.138379879454	371.63300152738	310.686000582946	284.00589918051
ACP2	7	3	5	6	4	2	4	11	12	8	9	6	11	28	7	0	4.76750265173554	2.26295680500515	3.61478535511118	4.78116542854269	3.79623609314862	1.44638167177661	6.17434949119832	8.31757238167662	9.89211412695833	4.22361586894995	8.05134941259451	5.53903625713079	7.63255109456313	3.96862091638697	4.9653013791795	0
ACP6	3	1	3	3	1	1	1	0	0	3	3	1	3	4	1	0	2.04321542217237	0.754318935001715	2.16887121306671	2.39058271427134	0.949059023287155	0.723190835888306	1.54358737279958	0	0	1.58385595085623	2.6837831375315	0.923172709521798	2.08160484397176	0.566945845198139	0.709328768454214	0
ACPL2	4	9	4	8	7	10	2	6	3	8	4	6	7	27	8	1	2.72428722956316	6.78887041501544	2.89182828408894	6.37488723805692	6.64341316301008	7.23190835888306	3.08717474559916	4.5368576627327	2.47302853173958	4.22361586894995	3.57837751670867	5.53903625713079	4.85707796926745	3.82688445508744	5.67463014763371	1.74236747963503
ACRC	2	2	3	0	1	4	0	3	1	2	1	0	0	5	1	0	1.36214361478158	1.50863787000343	2.16887121306671	0	0.949059023287155	2.89276334355322	0	2.26842883136635	0.824342843913194	1.05590396723749	0.894594379177167	0	0	0.708682306497674	0.709328768454214	0
ACSF2	5	8	4	6	4	13	5	14	2	7	17	7	9	39	7	4	3.40535903695396	6.03455148001372	2.89182828408894	4.78116542854269	3.79623609314862	9.40148086654797	7.7179368639979	10.586001213043	1.64868568782639	3.69566388533121	15.2081044460118	6.46220896665259	6.24481453191529	5.52772199068186	4.9653013791795	6.96946991854011
ACSF3	0	0	2	3	2	2	0	0	1	4	0	2	0	2	0	0	0	0	1.44591414204447	2.39058271427134	1.89811804657431	1.44638167177661	0	0	0.824342843913194	2.11180793447498	0	1.8463454190436	0	0.28347292259907	0	0
ACSL1	36	30	29	45	32	44	19	28	27	48	20	30	41	170	38	9	24.5185850660685	22.6295680500515	20.9657550596448	35.8587407140702	30.369888745189	31.8203967790854	29.328160083192	21.1720024260859	22.2572567856562	25.3416952136997	17.8918875835433	27.6951812856539	28.4485995342808	24.0951984209209	26.9544932012601	15.6813073167152
ACSL3	39	40	38	35	26	43	18	44	26	35	25	47	35	180	28	14	26.5618004882409	30.1727574000686	27.4723686988449	27.890131666499	24.675534605466	31.0972059431971	27.7845727103924	33.2702895267065	21.4329139417431	18.478319426656	22.3648594794292	43.3891173475245	24.2853898463372	25.5125630339163	19.861205516718	24.3931447148904
ACSL4	45	37	40	30	20	36	25	28	31	45	45	35	34	184	47	13	30.6482313325856	27.9098005950635	28.9182828408894	23.9058271427134	18.9811804657431	26.034870091979	38.5896843199895	21.1720024260859	25.554628161309	23.7578392628435	40.2567470629725	32.3110448332629	23.5915215650133	26.0795088791144	33.338452117348	22.6507772352554
ACSL6	9	16	11	8	10	11	6	19	9	21	11	8	10	48	12	7	6.12964626651712	12.0691029600274	7.95252778124459	6.37488723805692	9.49059023287155	7.95509919477136	9.26152423679748	14.3667159319869	7.41908559521875	11.0869916559936	9.84053817094884	7.38538167617439	6.93868281323921	6.80335014237767	8.51194522145057	12.1965723574452
ACSS2	6	6	9	13	4	8	3	6	4	9	7	3	6	18	7	3	4.08643084434475	4.52591361001029	6.50661363920012	10.3591917618425	3.79623609314862	5.78552668710645	4.63076211839874	4.5368576627327	3.29737137565278	4.7515678525687	6.26216065424017	2.76951812856539	4.16320968794353	2.55125630339163	4.9653013791795	5.22710243890508
ACTA2	6982	6255	7415	6528	6113	7877	3560	5671	5175	8454	5276	5742	5891	39300	7893	3554	4755.2433592025	4718.26493843573	5360.72668162987	5201.90798625444	5801.59780935438	5696.57421429218	5495.1710471665	4288.08663422619	4265.97421725078	4463.30606951286	4719.87994453874	5300.85769807416	4087.57804527922	5570.24292907172	5598.73196940911	6192.37402262289
ACTB	2508	2447	2346	2089	1592	2009	1187	1816	1570	2541	1728	1693	1554	9748	2396	994	1708.1280929361	1845.8184339492	1696.05728861816	1664.64243003761	1510.90196507315	1452.89038929961	1832.2382115131	1373.15558592043	1294.21826494371	1341.52599037523	1545.85908721815	1562.9313972204	1078.27130917737	1381.64702474787	1699.5517292163	1731.91327475722
ACTC1	0	2	1	1	0	1	2	0	0	0	2	0	0	5	0	1	0	1.50863787000343	0.722957071022235	0.796860904757115	0	0.723190835888306	3.08717474559916	0	0	0	1.78918875835433	0	0	0.708682306497674	0	1.74236747963503
ACTG1	4830	4522	5657	4938	4249	5536	2459	4120	3828	6395	4507	4293	4658	28956	5572	2159	3289.57682969752	3411.03022407776	4089.76815077278	3934.89914769063	4032.55178994712	4003.58446747766	3795.68134971417	3115.30892840979	3155.58440649971	3376.25293524187	4031.93686695149	3963.18044197708	3232.03845440683	4104.12097338933	3952.37989782688	3761.77138853202
ACTG2	3	2	1	3	3	4	1	0	3	5	3	2	3	24	2	1	2.04321542217237	1.50863787000343	0.722957071022235	2.39058271427134	2.84717706986146	2.89276334355322	1.54358737279958	0	2.47302853173958	2.63975991809372	2.6837831375315	1.8463454190436	2.08160484397176	3.40167507118884	1.41865753690843	1.74236747963503
ACTL6A	91	82	76	61	69	85	32	68	64	116	57	63	95	475	74	30	61.977534472562	61.8541526701407	54.9447373976899	48.608515190184	65.4850726068137	61.471221050506	49.3947959295866	51.4177201776373	52.7579420104444	61.2424300997743	50.9918796130985	58.1598806998733	65.9174867257725	67.324819117279	52.4903288656118	52.2710243890508
ACTN1	303	252	260	236	192	236	123	233	229	396	216	190	218	998	280	96	206.36475763941	190.088371620432	187.968838465781	188.059173522679	182.219332471134	170.67303726964	189.861246854348	176.181305902787	188.774511256121	209.068985513023	193.232385902268	175.402814809142	151.263285328615	141.452988376936	198.61205516718	167.267278044963
ACTN4	79	57	94	55	42	71	34	54	61	115	45	48	79	556	71	28	53.8046727838725	42.9961792950978	67.9579646760901	43.8273497616413	39.8604789780605	51.3465493480697	52.4819706751857	40.8317189645943	50.2849134787049	60.7144781161556	40.2567470629725	44.3122900570463	54.8155942245898	78.8054724825413	50.3623425602492	48.7862894297808
ACTR10	194	149	197	140	165	201	86	147	141	243	133	170	229	1043	185	69	132.127930633813	112.393521315256	142.42254299138	111.560526665996	156.594738842381	145.361358013549	132.748514060764	111.153012736951	116.23234099176	128.292332019355	118.981052430563	156.939360618706	158.895836423178	147.831129135415	131.22582216403	120.223356094817
ACTR1A	118	95	103	87	71	93	41	90	105	144	104	74	98	579	99	45	80.3664732721134	71.660298825163	74.4645783152902	69.326898713869	67.383190653388	67.2567477376124	63.2870822847828	68.0528649409905	86.5559986108854	76.0250856410992	93.0378154344254	68.3147805046131	67.9990915697443	82.0654110924307	70.2235480769672	78.4065365835763
ACTR1B	12	18	22	18	12	20	12	12	20	29	14	7	7	84	28	5	8.17286168868949	13.5777408300309	15.9050555624892	14.3434962856281	11.3887082794459	14.4638167177661	18.523048473595	9.0737153254654	16.4868568782639	15.3106075249436	12.5243213084803	6.46220896665259	4.85707796926745	11.9058627491609	19.861205516718	8.71183739817514
ACTR2	220	178	195	163	133	150	83	202	176	281	148	150	171	1057	230	79	149.835797625974	134.268770430305	140.976628849336	129.88832747541	126.224850097192	108.478625383246	128.117751942365	152.740874645334	145.084340528722	148.354507396867	132.399968118221	138.47590642827	118.651476106391	149.815439593608	163.145616744469	137.647030891167
ACTR3	111	111	95	89	63	124	57	100	106	127	80	89	93	557	122	39	75.5989706203778	83.7294017851904	68.6809217471124	70.9206205233832	59.7907184670908	89.6756636501499	87.9844802495761	75.6142943788784	87.3803414547986	67.0499019195805	71.5675503341734	82.16237114744	64.5297501631247	78.9472089438409	86.5381097514141	67.9523317057661
ACTR3B	2	4	0	1	4	3	0	1	2	3	2	2	2	10	1	0	1.36214361478158	3.01727574000686	0	0.796860904757115	3.79623609314862	2.16957250766492	0	0.756142943788783	1.64868568782639	1.58385595085623	1.78918875835433	1.8463454190436	1.38773656264784	1.41736461299535	0.709328768454214	0
ACTR5	2	3	2	1	1	1	1	3	2	2	0	2	1	11	2	2	1.36214361478158	2.26295680500515	1.44591414204447	0.796860904757115	0.949059023287155	0.723190835888306	1.54358737279958	2.26842883136635	1.64868568782639	1.05590396723749	0	1.8463454190436	0.693868281323921	1.55910107429488	1.41865753690843	3.48473495927006
