Cell	Plate	Condition1	Condition2	Gene	logFC	logCPM	PValue	FDR
A	1	CTRL	SOR	TTC19	0.787501806276094	3.11727882299764	0.00787451390572289	0.0271870821590433
A	1	CTRL	SOR	TTC26	-1.42179769836405	2.69905549936547	0.0018113548904813	0.00772427658378608
A	1	CTRL	SOR	TTC27	0.561276458442137	4.68222207049424	0.00148175736057467	0.00648900563089318
A	1	CTRL	SOR	TTC3	0.298559373263291	7.99711323329671	0.0195051421340558	0.0574022518911934
A	1	CTRL	SOR	TTC39B	0.781190044834003	3.21081257810273	0.00403926897299811	0.015392161686611
A	1	CTRL	SOR	TTC39C	0.880714957175915	3.85246495299706	0.000223866990372278	0.00124273763786427
A	1	CTRL	SOR	TTC7A	1.06943132259393	2.41689798677798	0.00796369052804612	0.0274212352856294
A	1	CTRL	SOR	TTC7B	0.890714999094926	2.18494812288952	0.0295296922513573	0.0807382403271326
A	1	CTRL	SOR	TTC9C	0.743819739789562	5.22028574224329	1.81470099858257e-06	1.62084623078557e-05
A	1	CTRL	SOR	TTLL7	1.1505892343845	3.88459460701009	3.36779178723596e-07	3.49010868023484e-06
A	1	CTRL	SOR	TTPAL	-1.117208979643	3.9364240589819	4.01234671283516e-05	0.000268885865306907
A	1	CTRL	SOR	TUBA1A	-2.13249645205674	8.54633427689999	3.53795160980317e-44	7.57121644497879e-42
A	1	CTRL	SOR	TUBA1B	-1.56856272937058	9.36020169985806	3.73594269616741e-28	3.33121557074928e-26
A	1	CTRL	SOR	TUBA4A	-0.332566084447735	6.29304970630388	0.0331268916815597	0.0885701894705493
A	1	CTRL	SOR	TUBB	-0.444836249994522	10.1482608856901	0.000791567747639216	0.00376992948059627
A	1	CTRL	SOR	TUBB2A	-1.25404745134012	3.73171965933965	1.27089518327714e-05	9.45677959515175e-05
A	1	CTRL	SOR	TUBB4B	-0.453727462363676	4.73483702086729	0.0167926225939859	0.050757362077867
A	1	CTRL	SOR	TUBB6	-1.08549809364445	6.0209249216231	4.84225310668263e-11	9.57674252012581e-10
A	1	CTRL	SOR	TUBE1	1.00431681682119	4.25553927835724	3.70894927216173e-07	3.80678726255449e-06
A	1	CTRL	SOR	TUBGCP3	0.925956059181916	2.69881950250462	0.0122142811822736	0.0389546374516625
A	1	CTRL	SOR	TUFM	0.525045423702592	4.6462661025414	0.00473916087089618	0.0177252623309953
A	1	CTRL	SOR	TUFT1	0.77932779919191	3.51899517318447	0.00175152056414003	0.00750401202654588
A	1	CTRL	SOR	TULP3	1.36521736357725	5.364723275837	5.78259442112898e-20	2.96994049469184e-18
A	1	CTRL	SOR	TULP4	-0.436606282839749	5.19757098047827	0.016392826904308	0.0496775778738056
A	1	CTRL	SOR	TUSC1	0.946450619382613	2.37276054284845	0.0197751186475903	0.0580636916156093
A	1	CTRL	SOR	TUSC2	-0.64698278737516	3.84416444962658	0.0180755797420471	0.0539139053865879
A	1	CTRL	SOR	TUSC3	-0.628732869186229	4.48684541412952	0.006225539666967	0.0222911124717948
A	1	CTRL	SOR	TWIST1	0.567546852404544	4.04128032652544	0.0149177516608652	0.0458897775097051
A	1	CTRL	SOR	TWSG1	-0.911746113506548	4.74768586680957	2.34295762546237e-05	0.000164751237190235
A	1	CTRL	SOR	TXLNA	-0.763591555185	4.44351808892366	0.000643938668022518	0.00315338386628876
A	1	CTRL	SOR	TXLNB	5.14948633756252	2.07655131231285	4.48683275232526e-24	3.03215434420297e-22
A	1	CTRL	SOR	TXLNG	1.55093749840798	4.10148455534898	1.29163118038025e-14	4.1669709437393e-13
A	1	CTRL	SOR	TXN	-0.44762983976028	10.2992034703627	0.000768249943613902	0.00367523445454639
A	1	CTRL	SOR	TXNDC15	-0.416828117857165	5.17205871643371	0.0277180088821222	0.0766363553071595
A	1	CTRL	SOR	TXNDC16	0.976317045791377	3.05976428262721	0.000534155811903308	0.00267598931909422
A	1	CTRL	SOR	TXNDC17	-1.03105975087043	7.94533683363803	5.36309200701024e-13	1.40248678961327e-11
A	1	CTRL	SOR	TXNDC9	-0.735492834569606	6.65909385569934	8.77079390226133e-07	8.37924060305324e-06
A	1	CTRL	SOR	TXNIP	-1.65004032311968	6.65118560068239	1.10372768543532e-23	7.23054259234162e-22
A	1	CTRL	SOR	TXNL1	0.499197641167175	5.67933156585466	0.000694558573232174	0.00336914698915796
A	1	CTRL	SOR	TXNL4B	0.990944606414513	3.90141304959585	1.20650696677178e-05	9.00671479845908e-05
A	1	CTRL	SOR	TYK2	0.938305994270535	2.67088416725366	0.00735759857182408	0.0256716211038645
A	1	CTRL	SOR	TYSND1	1.37034203555988	2.24647017569492	0.000921406003439549	0.00430682675069669
A	1	CTRL	SOR	TYW1	0.779754993238239	3.87433862760835	0.000556843056160877	0.00277449159530681
A	1	CTRL	SOR	U2AF1	-0.45479742714777	4.96480266427443	0.0128597360191359	0.0406637198805972
A	1	CTRL	SOR	U2AF1L4	1.0164283704232	4.0518907243057	7.55603144723453e-07	7.34995786230996e-06
A	1	CTRL	SOR	UACA	-1.20844248815733	8.22616667579255	3.09843415141021e-17	1.25501244492452e-15
A	1	CTRL	SOR	UAP1	1.3191763639071	7.05812768010112	9.67710299683981e-26	7.18231228204758e-24
A	1	CTRL	SOR	UBA1	-0.524776407427225	5.12576243186477	0.00313038477257336	0.0123979458605311
A	1	CTRL	SOR	UBA2	0.763772169129685	4.92807777564729	7.42407876376426e-06	5.84458438545267e-05
A	1	CTRL	SOR	UBA5	0.521279744959318	4.38117302753749	0.0106857868232369	0.0349301178234117
A	1	CTRL	SOR	UBA52	-0.30310338934749	10.9829083504777	0.0219575619090889	0.0632850942564988
A	1	CTRL	SOR	UBALD2	2.25792564413822	2.97292688720938	8.67641076275069e-15	2.82038263781567e-13
A	1	CTRL	SOR	UBB	0.264068355973255	10.828587000231	0.034991752356115	0.0923143826284193
A	1	CTRL	SOR	UBC	1.48368181512971	11.5617943136504	1.65622610276758e-35	2.19236527417894e-33
A	1	CTRL	SOR	UBE2D1	0.67181190283309	3.31913325982451	0.0173487553636663	0.0521803745302121
A	1	CTRL	SOR	UBE2D4	-1.0352823782322	3.63083763990746	0.000865277196411228	0.00407413245394946
A	1	CTRL	SOR	UBE2E2	-1.16375148746249	6.2320671805996	1.41131740589042e-12	3.50045124520723e-11
A	1	CTRL	SOR	UBE2G2	-0.407477009370911	5.38855890495258	0.0183124574868944	0.0545283808818875
A	1	CTRL	SOR	UBE2H	1.29476770859706	5.64758364127693	2.80847872058965e-19	1.37636896077752e-17
A	1	CTRL	SOR	UBE2J1	0.531962293998374	4.87124703210187	0.00273450759904204	0.0110412193621697
A	1	CTRL	SOR	UBE2L3	-0.355070472763929	8.08955739016585	0.0090286428969079	0.0303237705457226
A	1	CTRL	SOR	UBE2L6	0.648457819447628	6.29190537950847	1.56949265038788e-06	1.42318401348732e-05
A	1	CTRL	SOR	UBE2N	-0.972158319316997	7.10628974769987	6.19907515047236e-11	1.20417738172564e-09
A	1	CTRL	SOR	UBE2O	0.820786796445788	2.69911358868825	0.029093079111561	0.0797002636638454
A	1	CTRL	SOR	UBE2R2	0.392925051997607	5.53577019984016	0.0127267916259435	0.040325423129541
