Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	SUN+DOM.A.6.22.1.D12	SUN+DOM.A.6.23.1.E1	SUN+DOM.A.6.24.1.E2	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	SUN+DOM.A.6.22.1.D12.Norm	SUN+DOM.A.6.23.1.E1.Norm	SUN+DOM.A.6.24.1.E2.Norm
ZCCHC11	41	36	33	35	32	41	18	51	27	54	31	33	30	34	29	29	27.8547306930377	27.1024045240396	23.7940984913337	27.8040942109876	30.2789110920223	29.5876606878408	27.6436711558047	38.4606632905995	22.1894026314042	28.4320849054629	27.6608312881657	30.3728284295101	20.7830633150231	23.8512868358856	31.289553784172	26.9273927312525
ZCCHC14	17	15	7	11	5	14	5	13	11	22	11	8	14	15	8	10	11.5495224824791	11.2926685516831	5.04723301331322	8.73842960916754	4.73107985812849	10.1031036495066	7.67879754327909	9.80369848583908	9.04012699797947	11.5834419985219	9.8151336828975	7.36310992230548	9.69876288034409	10.5226265452437	8.63160104390951	9.28530783836294
ZCCHC16	7	3	2	1	1	0	1	1	2	8	2	2	2	6	0	0	4.75568572807961	2.25853371033663	1.44206657523235	0.794402691742503	0.946215971625697	0	1.53575950865582	0.754130652756852	1.64365945417809	4.21216072673524	1.78456976052682	1.84077748057637	1.38553755433487	4.20905061809746	0	0
ZCCHC17	193	164	175	123	122	209	87	188	152	263	139	161	208	156	127	173	131.121049359909	123.466509498402	126.18082533283	97.7115310843279	115.438348538335	150.82490448192	133.611077253056	141.776562718288	124.918118517535	138.474783891421	124.027598356614	148.182587186398	144.095905650827	109.435316070534	137.026666572063	160.635825603679
ZCCHC18	0	0	2	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	1.44206657523235	0.794402691742503	0	0	0	0	0	0	2.67685464079023	0	0	0	2.15790026097738	0
ZCCHC2	4	4	3	2	2	3	2	3	4	9	4	3	4	4	4	1	2.71753470175978	3.01137828044884	2.16309986284852	1.58880538348501	1.89243194325139	2.16495078203713	3.07151901731163	2.26239195827056	3.28731890835617	4.73868081757715	3.56913952105364	2.76116622086456	2.77107510866974	2.80603374539831	4.31580052195475	0.928530783836294
ZCCHC24	31	45	30	33	23	37	21	30	28	43	19	24	36	33	20	29	21.0608939386383	33.8780056550494	21.6309986284852	26.2152888275026	21.762967347391	26.7010596451246	32.2509496817722	22.6239195827056	23.0112323584932	22.6403639062019	16.9534127250048	22.0893297669164	24.9396759780277	23.149778399536	21.5790026097738	26.9273927312525
ZCCHC3	5	11	2	5	8	4	5	6	1	10	4	7	2	10	2	6	3.39691837719972	8.28129027123431	1.44206657523235	3.97201345871252	7.56972777300558	2.88660104271617	7.67879754327909	4.52478391654111	0.821829727089043	5.26520090841905	3.56913952105364	6.4427211820173	1.38553755433487	7.01508436349577	2.15790026097738	5.57118470301776
ZCCHC4	14	12	9	12	4	13	4	7	3	15	8	11	8	12	2	10	9.51137145615922	9.03413484134652	6.48929958854557	9.53283230091004	3.78486388650279	9.38145338882756	6.14303803462327	5.27891456929797	2.46548918126713	7.89780136262858	7.13827904210727	10.12427614317	5.54215021733948	8.41810123619493	2.15790026097738	9.28530783836294
ZCCHC6	55	73	35	51	39	58	30	59	44	85	39	42	29	48	32	39	37.3661021491969	54.9576536181913	25.2361650665661	40.5145372788677	36.9024228934022	41.8557151193845	46.0727852596745	44.4937085126543	36.1605079919179	44.7542077215619	34.7991103302729	38.6563270921038	20.0902945378556	33.6724049447797	34.526404175638	36.2127005696155
ZCCHC7	86	67	50	61	52	64	37	59	67	109	50	53	64	74	40	65	58.4269960878352	50.4405861975181	36.0516643808087	48.4585641962927	49.2032305245363	46.1856166834588	56.8231018202652	44.4937085126543	55.0625917149659	57.3906899017677	44.6142440131704	48.7806032352738	44.3372017387159	51.9116242898687	43.1580052195475	60.3545009493591
ZCCHC8	35	32	21	18	13	17	9	15	23	26	15	24	34	27	16	11	23.7784286403981	24.0910262435907	15.1416990399397	14.2992484513651	12.3008076311341	12.2680544315437	13.8218355779024	11.3119597913528	18.902083723048	13.6895223618895	13.3842732039511	22.0893297669164	23.5541384236928	18.9407277814386	17.263202087819	10.2138386221992
ZCCHC9	38	43	23	29	26	39	18	37	25	54	40	31	31	26	25	27	25.8165796667179	32.372316514825	16.583765615172	23.0376780605326	24.6016152622681	28.1443601664827	27.6436711558047	27.9028341520035	20.5457431772261	28.4320849054629	35.6913952105364	28.5320509489337	21.4758320921905	18.239219345089	26.9737532622172	25.0703311635799
ZCRB1	270	271	306	247	228	308	108	314	242	399	241	268	406	315	213	263	183.433592368785	204.020878500409	220.636186010549	196.217464860398	215.737241530659	222.268280289145	165.862026934828	236.797024965652	198.882793955548	210.08151624592	215.040656143482	246.664182397234	281.264123529979	220.975157450117	229.816377794091	244.203596148945
ZCWPW1	7	5	8	6	2	8	4	4	4	8	7	2	11	5	2	6	4.75568572807961	3.76422285056105	5.76826630092939	4.76641615045502	1.89243194325139	5.77320208543235	6.14303803462327	3.01652261102741	3.28731890835617	4.21216072673524	6.24599416184386	1.84077748057637	7.62045654884179	3.50754218174789	2.15790026097738	5.57118470301776
ZCWPW2	9	9	7	7	8	10	7	4	5	11	5	10	15	10	5	3	6.1144530789595	6.77560113100989	5.04723301331322	5.56081884219752	7.56972777300558	7.21650260679043	10.7503165605907	3.01652261102741	4.10914863544521	5.79172099926096	4.46142440131704	9.20388740288185	10.3915316575115	7.01508436349577	5.39475065244344	2.78559235150888
ZDBF2	11	14	10	12	5	10	9	18	5	8	13	10	6	8	9	6	7.47322042983939	10.5398239815709	7.21033287616174	9.53283230091004	4.73107985812849	7.21650260679043	13.8218355779024	13.5743517496233	4.10914863544521	4.21216072673524	11.5997034434243	9.20388740288185	4.15661266300461	5.61206749079662	9.7105511743982	5.57118470301776
ZDHHC1	0	0	0	1	0	1	1	2	1	0	1	1	1	2	1	1	0	0	0	0.794402691742503	0	0.721650260679043	1.53575950865582	1.5082613055137	0.821829727089043	0	0.892284880263409	0.920388740288185	0.692768777167435	1.40301687269915	1.07895013048869	0.928530783836294
ZDHHC12	5	2	11	6	8	8	2	6	8	9	2	4	3	10	12	7	3.39691837719972	1.50568914022442	7.93136616377792	4.76641615045502	7.56972777300558	5.77320208543235	3.07151901731163	4.52478391654111	6.57463781671234	4.73868081757715	1.78456976052682	3.68155496115274	2.07830633150231	7.01508436349577	12.9474015658643	6.49971548685406
ZDHHC13	13	9	11	10	6	8	1	2	7	18	7	6	6	8	4	5	8.83198778071928	6.77560113100989	7.93136616377792	7.94402691742503	5.67729582975418	5.77320208543235	1.53575950865582	1.5082613055137	5.7528080896233	9.47736163515429	6.24599416184386	5.52233244172911	4.15661266300461	5.61206749079662	4.31580052195475	4.64265391918147
ZDHHC14	2	5	5	1	6	3	4	2	2	3	4	5	5	3	0	0	1.35876735087989	3.76422285056105	3.60516643808087	0.794402691742503	5.67729582975418	2.16495078203713	6.14303803462327	1.5082613055137	1.64365945417809	1.57956027252572	3.56913952105364	4.60194370144093	3.46384388583718	2.10452530904873	0	0
ZDHHC15	4	1	5	3	5	5	5	4	5	9	9	5	6	5	3	5	2.71753470175978	0.75284457011221	3.60516643808087	2.38320807522751	4.73107985812849	3.60825130339522	7.67879754327909	3.01652261102741	4.10914863544521	4.73868081757715	8.03056392237068	4.60194370144093	4.15661266300461	3.50754218174789	3.23685039146607	4.64265391918147
ZDHHC16	15	11	11	9	13	18	7	15	10	18	10	7	11	12	5	7	10.1907551315992	8.28129027123431	7.93136616377792	7.14962422568253	12.3008076311341	12.9897046922228	10.7503165605907	11.3119597913528	8.21829727089043	9.47736163515429	8.92284880263409	6.4427211820173	7.62045654884179	8.41810123619493	5.39475065244344	6.49971548685406
ZDHHC17	33	31	17	15	13	33	16	22	19	42	15	13	22	21	20	11	22.4196612895182	23.3381816734785	12.257565889475	11.9160403761376	12.3008076311341	23.8144586024084	24.5721521384931	16.5908743606508	15.6147648146918	22.11384381536	13.3842732039511	11.9650536237464	15.2409130976836	14.7316771633411	21.5790026097738	10.2138386221992
ZDHHC18	5	4	1	2	2	1	0	1	3	1	6	3	3	4	1	4	3.39691837719972	3.01137828044884	0.721033287616174	1.58880538348501	1.89243194325139	0.721650260679043	0	0.754130652756852	2.46548918126713	0.526520090841905	5.35370928158045	2.76116622086456	2.07830633150231	2.80603374539831	1.07895013048869	3.71412313534517
ZDHHC2	29	12	11	14	8	14	7	9	15	22	5	9	9	14	7	8	19.7021265877584	9.03413484134652	7.93136616377792	11.121637684395	7.56972777300558	10.1031036495066	10.7503165605907	6.78717587481167	12.3274459063356	11.5834419985219	4.46142440131704	8.28349866259367	6.23491899450692	9.82111810889408	7.55265091342082	7.42824627069035
ZDHHC20	29	26	23	29	16	32	12	28	30	39	25	21	17	31	26	19	19.7021265877584	19.5739588229175	16.583765615172	23.0376780605326	15.1394555460112	23.0928083417294	18.4291141038698	21.1156582771919	24.6548918126713	20.5342835428343	22.3071220065852	19.3281635460519	11.7770692118464	21.7467615268369	28.0527033927059	17.6420848928896
ZDHHC21	12	11	12	11	11	9	3	7	14	16	12	13	7	9	15	13	8.15260410527933	8.28129027123431	8.65239945139409	8.73842960916754	10.4083756878827	6.49485234611139	4.60727852596745	5.27891456929797	11.5056161792466	8.42432145347048	10.7074185631609	11.9650536237464	4.84938144017205	6.3135759271462	16.1842519573303	12.0709001898718
ZDHHC24	0	2	3	4	1	4	0	4	2	8	1	1	0	2	0	2	0	1.50568914022442	2.16309986284852	3.17761076697001	0.946215971625697	2.88660104271617	0	3.01652261102741	1.64365945417809	4.21216072673524	0.892284880263409	0.920388740288185	0	1.40301687269915	0	1.85706156767259
ZDHHC3	45	43	26	27	27	36	18	27	41	48	31	23	30	30	23	32	30.5722653947975	32.372316514825	18.7468654780205	21.4488726770476	25.5478312338938	25.9794093844456	27.6436711558047	20.361527624435	33.6950188106508	25.2729643604115	27.6608312881657	21.1689410266283	20.7830633150231	21.0452530904873	24.8158530012398	29.7129850827614
ZDHHC4	77	57	72	75	57	77	27	80	45	95	66	78	80	87	51	74	52.3125430088757	42.912140496396	51.9143967083645	59.5802018806878	53.9343103826648	55.5670700722863	41.4655067337071	60.3304522205482	36.9823377190069	50.019408629981	58.890802097385	71.7903217424785	55.4215021733948	61.0312339624132	55.0264566549231	68.7112780038857
ZDHHC5	21	20	26	19	15	26	17	18	19	31	20	22	22	24	18	21	14.2670571842388	15.0568914022442	18.7468654780205	15.0936511431076	14.1932395743855	18.7629067776551	26.1079116471489	13.5743517496233	15.6147648146918	16.3221228160991	17.8456976052682	20.2485522863401	15.2409130976836	16.8362024723899	19.4211023487964	19.4991464605622
ZDHHC6	47	47	38	47	33	51	19	40	41	46	54	31	60	47	19	35	31.9310327456774	35.3836947952739	27.3992649294146	37.3369265118977	31.225127063648	36.8041632946312	29.1794306644605	30.1652261102741	33.6950188106508	24.2199241787276	48.1833835342241	28.5320509489337	41.5661266300461	32.9708965084301	20.5000524792851	32.4985774342703
ZDHHC7	11	6	10	7	8	7	4	4	13	9	6	3	2	9	6	1	7.47322042983939	4.51706742067326	7.21033287616174	5.56081884219752	7.56972777300558	5.0515518247533	6.14303803462327	3.01652261102741	10.6837864521576	4.73868081757715	5.35370928158045	2.76116622086456	1.38553755433487	6.3135759271462	6.47370078293213	0.928530783836294
ZDHHC8	5	5	3	2	2	7	2	8	4	2	3	4	3	5	1	2	3.39691837719972	3.76422285056105	2.16309986284852	1.58880538348501	1.89243194325139	5.0515518247533	3.07151901731163	6.03304522205482	3.28731890835617	1.05304018168381	2.67685464079023	3.68155496115274	2.07830633150231	3.50754218174789	1.07895013048869	1.85706156767259
ZDHHC8P1	6	3	3	5	2	3	3	4	2	10	4	1	4	0	2	0	4.07630205263967	2.25853371033663	2.16309986284852	3.97201345871252	1.89243194325139	2.16495078203713	4.60727852596745	3.01652261102741	1.64365945417809	5.26520090841905	3.56913952105364	0.920388740288185	2.77107510866974	0	2.15790026097738	0
ZDHHC9	57	53	39	48	36	39	19	45	34	60	30	30	50	53	28	35	38.7248695000768	39.9007622159471	28.1202982170308	38.1313292036402	34.0637749785251	28.1443601664827	29.1794306644605	33.9358793740584	27.9422107210275	31.5912054505143	26.7685464079023	27.6116622086456	34.6384388583718	37.1799471265276	30.2106036536833	32.4985774342703
ZEB1	114	83	120	115	77	113	64	87	73	136	70	99	101	89	72	97	77.4497390001537	62.4860993193134	86.5239945139409	91.3563095503879	72.8586298151787	81.5464794567319	98.2886085539723	65.6093667898462	59.9935700775001	71.6067323544991	62.4599416184386	91.1184852885304	69.969646493911	62.4342508351124	77.6844093951856	90.0674860321205
ZEB1-AS1	3	3	1	4	4	1	0	2	1	1	1	3	1	0	2	1	2.03815102631983	2.25853371033663	0.721033287616174	3.17761076697001	3.78486388650279	0.721650260679043	0	1.5082613055137	0.821829727089043	0.526520090841905	0.892284880263409	2.76116622086456	0.692768777167435	0	2.15790026097738	0.928530783836294
ZEB2	27	35	24	24	20	34	19	24	17	33	10	10	18	24	16	8	18.3433592368785	26.3495599539273	17.3047989027882	19.0656646018201	18.9243194325139	24.5361088630875	29.1794306644605	18.0991356661645	13.9711053605137	17.3751629977829	8.92284880263409	9.20388740288185	12.4698379890138	16.8362024723899	17.263202087819	7.42824627069035
ZER1	6	8	5	4	1	4	4	5	7	4	5	2	5	4	5	4	4.07630205263967	6.02275656089768	3.60516643808087	3.17761076697001	0.946215971625697	2.88660104271617	6.14303803462327	3.77065326378426	5.7528080896233	2.10608036336762	4.46142440131704	1.84077748057637	3.46384388583718	2.80603374539831	5.39475065244344	3.71412313534517
ZFAND1	68	55	62	61	61	84	25	47	51	69	55	54	83	52	32	44	46.1980899299162	41.4064513561715	44.7040638322028	48.4585641962927	57.7191742691675	60.6186218970396	38.3939877163954	35.4441406795721	41.9133160815412	36.3298862680915	49.0756684144875	49.700991975562	57.4998085048971	36.478438690178	34.526404175638	40.8553544887969
ZFAND2A	49	41	49	50	49	51	17	46	47	74	40	40	78	47	40	39	33.2898000965573	30.8666273746006	35.3306310931925	39.7201345871252	46.3645826096592	36.8041632946312	26.1079116471489	34.6900100268152	38.625997173185	38.962486722301	35.6913952105364	36.8155496115274	54.03596461906	32.9708965084301	43.1580052195475	36.2127005696155
ZFAND2B	8	5	9	7	3	14	2	8	13	12	7	6	6	11	5	3	5.43506940351956	3.76422285056105	6.48929958854557	5.56081884219752	2.83864791487709	10.1031036495066	3.07151901731163	6.03304522205482	10.6837864521576	6.31824109010286	6.24599416184386	5.52233244172911	4.15661266300461	7.71659279984535	5.39475065244344	2.78559235150888
ZFAND3	12	9	11	13	7	10	6	11	4	18	8	14	9	14	6	8	8.15260410527933	6.77560113100989	7.93136616377792	10.3272349926525	6.62351180137988	7.21650260679043	9.2145570519349	8.29543718032538	3.28731890835617	9.47736163515429	7.13827904210727	12.8854423640346	6.23491899450692	9.82111810889408	6.47370078293213	7.42824627069035
ZFAND4	1	1	0	1	0	0	1	1	0	3	0	1	1	1	1	0	0.679383675439944	0.75284457011221	0	0.794402691742503	0	0	1.53575950865582	0.754130652756852	0	1.57956027252572	0	0.920388740288185	0.692768777167435	0.701508436349577	1.07895013048869	0
ZFAND5	80	65	57	71	48	52	31	56	44	82	48	46	56	53	25	43	54.3506940351956	48.9348970572936	41.0988973941219	56.4025911137177	45.4183666380335	37.5258135553102	47.6085447683303	42.2313165543837	36.1605079919179	43.1746474490362	42.8296742526436	42.3378820532565	38.7950515213764	37.1799471265276	26.9737532622172	39.9268237049606
ZFAND6	46	49	72	54	52	57	21	44	45	72	49	45	67	62	38	20	31.2516490702374	36.8893839354983	51.9143967083645	42.8977453540952	49.2032305245363	41.1340648587055	32.2509496817722	33.1817487213015	36.9823377190069	37.9094465406172	43.721959132907	41.4174933129683	46.4155080702182	43.4935230536738	41.0001049585702	18.5706156767259
ZFAS1	1218	1058	1230	842	842	1238	448	1115	1208	1999	1124	919	1518	1215	955	1118	827.489316685852	796.509555178718	886.870943767894	668.887066447188	796.713848108837	893.403022720655	688.020259877806	840.85567782389	992.770310323564	1052.51366159297	1002.92820541607	845.837252324842	1051.62300374017	852.332750164736	1030.3973746167	1038.09741632898
ZFAT	3	3	2	3	0	1	1	2	0	2	1	1	1	1	3	0	2.03815102631983	2.25853371033663	1.44206657523235	2.38320807522751	0	0.721650260679043	1.53575950865582	1.5082613055137	0	1.05304018168381	0.892284880263409	0.920388740288185	0.692768777167435	0.701508436349577	3.23685039146607	0
ZFC3H1	30	40	20	23	9	24	12	30	30	38	21	20	15	22	26	24	20.3815102631983	30.1137828044884	14.4206657523235	18.2712619100776	8.51594374463128	17.319606256297	18.4291141038698	22.6239195827056	24.6548918126713	20.0077634519924	18.7379824855316	18.4077748057637	10.3915316575115	15.4331855996907	28.0527033927059	22.284738812071
ZFHX2	0	1	0	1	1	1	0	0	3	3	0	0	2	0	0	1	0	0.75284457011221	0	0.794402691742503	0.946215971625697	0.721650260679043	0	0	2.46548918126713	1.57956027252572	0	0	1.38553755433487	0	0	0.928530783836294
ZFHX3	50	46	45	29	31	34	20	39	41	75	42	24	40	28	38	33	33.9691837719972	34.6308502251617	32.4464979427278	23.0376780605326	29.3326951203966	24.5361088630875	30.7151901731163	29.4110954575172	33.6950188106508	39.4890068131429	37.4759649710632	22.0893297669164	27.7107510866974	19.6422362177882	41.0001049585702	30.6415158665977
ZFHX4	41	36	31	19	8	32	4	24	20	33	18	19	21	15	16	17	27.8547306930377	27.1024045240396	22.3520319161014	15.0936511431076	7.56972777300558	23.0928083417294	6.14303803462327	18.0991356661645	16.4365945417809	17.3751629977829	16.0611278447414	17.4873860654755	14.5481443205161	10.5226265452437	17.263202087819	15.785023325217
ZFP1	4	3	6	4	4	9	7	1	1	2	2	2	1	12	5	3	2.71753470175978	2.25853371033663	4.32619972569704	3.17761076697001	3.78486388650279	6.49485234611139	10.7503165605907	0.754130652756852	0.821829727089043	1.05304018168381	1.78456976052682	1.84077748057637	0.692768777167435	8.41810123619493	5.39475065244344	2.78559235150888
ZFP112	11	4	5	8	4	3	3	5	6	13	5	2	5	4	4	3	7.47322042983939	3.01137828044884	3.60516643808087	6.35522153394003	3.78486388650279	2.16495078203713	4.60727852596745	3.77065326378426	4.93097836253426	6.84476118094477	4.46142440131704	1.84077748057637	3.46384388583718	2.80603374539831	4.31580052195475	2.78559235150888
ZFP14	18	19	13	8	8	10	7	7	8	19	8	10	10	9	6	11	12.228906157919	14.304046832132	9.37343273901026	6.35522153394003	7.56972777300558	7.21650260679043	10.7503165605907	5.27891456929797	6.57463781671234	10.0038817259962	7.13827904210727	9.20388740288185	6.92768777167435	6.3135759271462	6.47370078293213	10.2138386221992
ZFP2	0	2	0	3	0	0	0	0	1	0	0	0	1	1	1	0	0	1.50568914022442	0	2.38320807522751	0	0	0	0	0.821829727089043	0	0	0	0.692768777167435	0.701508436349577	1.07895013048869	0
ZFP28	1	0	6	2	2	3	0	4	1	3	3	2	2	6	1	3	0.679383675439944	0	4.32619972569704	1.58880538348501	1.89243194325139	2.16495078203713	0	3.01652261102741	0.821829727089043	1.57956027252572	2.67685464079023	1.84077748057637	1.38553755433487	4.20905061809746	1.07895013048869	2.78559235150888
ZFP3	3	3	0	2	0	2	3	1	3	4	1	4	5	3	2	2	2.03815102631983	2.25853371033663	0	1.58880538348501	0	1.44330052135809	4.60727852596745	0.754130652756852	2.46548918126713	2.10608036336762	0.892284880263409	3.68155496115274	3.46384388583718	2.10452530904873	2.15790026097738	1.85706156767259
ZFP30	13	23	10	5	4	11	4	18	11	16	13	8	12	19	11	7	8.83198778071928	17.3154251125808	7.21033287616174	3.97201345871252	3.78486388650279	7.93815286746948	6.14303803462327	13.5743517496233	9.04012699797947	8.42432145347048	11.5997034434243	7.36310992230548	8.31322532600922	13.328660290642	11.8684514353756	6.49971548685406
ZFP36	0	3	6	2	4	3	2	5	9	6	5	4	6	5	11	4	0	2.25853371033663	4.32619972569704	1.58880538348501	3.78486388650279	2.16495078203713	3.07151901731163	3.77065326378426	7.39646754380139	3.15912054505143	4.46142440131704	3.68155496115274	4.15661266300461	3.50754218174789	11.8684514353756	3.71412313534517
ZFP36L1	62	55	39	32	28	51	25	42	45	49	34	30	41	55	36	32	42.1217878772766	41.4064513561715	28.1202982170308	25.4208861357601	26.4940472055195	36.8041632946312	38.3939877163954	31.6734874157878	36.9823377190069	25.7994844512534	30.3376859289559	27.6116622086456	28.4035198638648	38.5829639992267	38.8422046975928	29.7129850827614
ZFP36L2	35	20	45	40	48	40	20	33	12	29	26	47	35	37	21	24	23.7784286403981	15.0568914022442	32.4464979427278	31.7761076697001	45.4183666380335	28.8660104271617	30.7151901731163	24.8863115409761	9.86195672506852	15.2690826344153	23.1994068868486	43.2582707935447	24.2469072008602	25.9558121449344	22.6579527402625	22.284738812071
ZFP37	8	3	0	1	0	1	3	6	2	0	2	2	1	2	3	1	5.43506940351956	2.25853371033663	0	0.794402691742503	0	0.721650260679043	4.60727852596745	4.52478391654111	1.64365945417809	0	1.78456976052682	1.84077748057637	0.692768777167435	1.40301687269915	3.23685039146607	0.928530783836294
ZFP41	3	1	5	1	2	4	0	2	2	2	3	0	3	2	2	6	2.03815102631983	0.75284457011221	3.60516643808087	0.794402691742503	1.89243194325139	2.88660104271617	0	1.5082613055137	1.64365945417809	1.05304018168381	2.67685464079023	0	2.07830633150231	1.40301687269915	2.15790026097738	5.57118470301776
ZFP42	10	5	8	4	4	4	3	5	3	14	4	5	7	4	6	6	6.79383675439944	3.76422285056105	5.76826630092939	3.17761076697001	3.78486388650279	2.88660104271617	4.60727852596745	3.77065326378426	2.46548918126713	7.37128127178667	3.56913952105364	4.60194370144093	4.84938144017205	2.80603374539831	6.47370078293213	5.57118470301776
ZFP62	9	9	12	14	7	15	4	7	17	16	10	6	15	6	7	7	6.1144530789595	6.77560113100989	8.65239945139409	11.121637684395	6.62351180137988	10.8247539101856	6.14303803462327	5.27891456929797	13.9711053605137	8.42432145347048	8.92284880263409	5.52233244172911	10.3915316575115	4.20905061809746	7.55265091342082	6.49971548685406
ZFP64	23	23	16	12	9	11	6	24	20	27	28	18	22	18	13	14	15.6258245351187	17.3154251125808	11.5365326018588	9.53283230091004	8.51594374463128	7.93815286746948	9.2145570519349	18.0991356661645	16.4365945417809	14.2160424527314	24.9839766473754	16.5669973251873	15.2409130976836	12.6271518542924	14.026351696353	12.9994309737081
ZFP69	2	0	1	4	0	1	1	2	2	1	2	3	1	1	0	2	1.35876735087989	0	0.721033287616174	3.17761076697001	0	0.721650260679043	1.53575950865582	1.5082613055137	1.64365945417809	0.526520090841905	1.78456976052682	2.76116622086456	0.692768777167435	0.701508436349577	0	1.85706156767259
ZFP69B	3	3	2	2	3	4	1	0	5	2	2	5	3	0	2	1	2.03815102631983	2.25853371033663	1.44206657523235	1.58880538348501	2.83864791487709	2.88660104271617	1.53575950865582	0	4.10914863544521	1.05304018168381	1.78456976052682	4.60194370144093	2.07830633150231	0	2.15790026097738	0.928530783836294
ZFP82	12	14	11	7	5	8	1	7	9	11	8	5	22	15	14	7	8.15260410527933	10.5398239815709	7.93136616377792	5.56081884219752	4.73107985812849	5.77320208543235	1.53575950865582	5.27891456929797	7.39646754380139	5.79172099926096	7.13827904210727	4.60194370144093	15.2409130976836	10.5226265452437	15.1053018268416	6.49971548685406
ZFP90	7	15	14	13	14	11	9	9	10	18	10	7	9	14	19	14	4.75568572807961	11.2926685516831	10.0944660266264	10.3272349926525	13.2470236027598	7.93815286746948	13.8218355779024	6.78717587481167	8.21829727089043	9.47736163515429	8.92284880263409	6.4427211820173	6.23491899450692	9.82111810889408	20.5000524792851	12.9994309737081
ZFP91	31	31	24	33	16	25	15	15	25	32	21	22	18	25	16	17	21.0608939386383	23.3381816734785	17.3047989027882	26.2152888275026	15.1394555460112	18.0412565169761	23.0363926298373	11.3119597913528	20.5457431772261	16.848642906941	18.7379824855316	20.2485522863401	12.4698379890138	17.5377109087394	17.263202087819	15.785023325217
ZFPL1	15	11	20	6	12	12	7	19	10	22	10	9	18	8	12	10	10.1907551315992	8.28129027123431	14.4206657523235	4.76641615045502	11.3545916595084	8.65980312814852	10.7503165605907	14.3284824023802	8.21829727089043	11.5834419985219	8.92284880263409	8.28349866259367	12.4698379890138	5.61206749079662	12.9474015658643	9.28530783836294
ZFPM1	1	1	0	1	0	1	1	2	0	1	1	0	1	2	1	0	0.679383675439944	0.75284457011221	0	0.794402691742503	0	0.721650260679043	1.53575950865582	1.5082613055137	0	0.526520090841905	0.892284880263409	0	0.692768777167435	1.40301687269915	1.07895013048869	0
ZFPM2	26	17	7	13	5	8	9	15	12	20	8	6	9	12	4	10	17.6639755614386	12.7983576919076	5.04723301331322	10.3272349926525	4.73107985812849	5.77320208543235	13.8218355779024	11.3119597913528	9.86195672506852	10.5304018168381	7.13827904210727	5.52233244172911	6.23491899450692	8.41810123619493	4.31580052195475	9.28530783836294
ZFR	212	150	162	181	125	159	77	166	138	203	125	153	173	137	114	136	144.029339193268	112.926685516831	116.80739259382	143.786887205393	118.276996453212	114.742391447968	118.253482166498	125.185688357638	113.412502338288	106.883578440907	111.535610032926	140.819477264092	119.848998449966	96.1066557798921	123.000314875711	126.280186601736
ZFX	59	56	47	42	35	33	29	42	41	56	35	34	46	33	30	17	40.0836368509567	42.1592959262838	33.8885645179602	33.3649130531851	33.1175590068994	23.8144586024084	44.5370257510187	31.6734874157878	33.6950188106508	29.4851250871467	31.2299708092193	31.2932171697983	31.867363749702	23.149778399536	32.3685039146607	15.785023325217
ZFY	7	6	17	14	10	16	3	16	15	16	11	11	12	15	8	11	4.75568572807961	4.51706742067326	12.257565889475	11.121637684395	9.46215971625697	11.5464041708647	4.60727852596745	12.0660904441096	12.3274459063356	8.42432145347048	9.8151336828975	10.12427614317	8.31322532600922	10.5226265452437	8.63160104390951	10.2138386221992
ZFYVE1	10	3	3	3	8	7	4	9	6	11	6	3	3	10	4	7	6.79383675439944	2.25853371033663	2.16309986284852	2.38320807522751	7.56972777300558	5.0515518247533	6.14303803462327	6.78717587481167	4.93097836253426	5.79172099926096	5.35370928158045	2.76116622086456	2.07830633150231	7.01508436349577	4.31580052195475	6.49971548685406
ZFYVE16	44	60	54	44	35	45	27	36	47	69	28	40	39	37	39	39	29.8928817193576	45.1706742067326	38.9357975312734	34.9537184366702	33.1175590068994	32.4742617305569	41.4655067337071	27.1487034992467	38.625997173185	36.3298862680915	24.9839766473754	36.8155496115274	27.01798230953	25.9558121449344	42.0790550890589	36.2127005696155
ZFYVE19	4	2	5	0	3	4	0	1	0	5	2	4	1	5	2	5	2.71753470175978	1.50568914022442	3.60516643808087	0	2.83864791487709	2.88660104271617	0	0.754130652756852	0	2.63260045420953	1.78456976052682	3.68155496115274	0.692768777167435	3.50754218174789	2.15790026097738	4.64265391918147
